prioridad,id,probabilidad_churn,contactar,accion_sugerida
102,86316,0.929833573522946,True,Revisión por Comercial para contacto
103,91743,0.9297396324517657,True,Revisión por Comercial para contacto
104,85689,0.9296277523146629,True,Revisión por Comercial para contacto
105,81010,0.9294939238618479,True,Revisión por Comercial para contacto
106,75855,0.9292752977351505,True,Revisión por Comercial para contacto
107,82163,0.9291366027976883,True,Revisión por Comercial para contacto
108,79191,0.9285487341425268,True,Revisión por Comercial para contacto
109,70463,0.9278807139284836,True,Revisión por Comercial para contacto
110,76854,0.927529063052718,True,Revisión por Comercial para contacto
111,88227,0.9274441956012264,True,Revisión por Comercial para contacto
112,73702,0.9271140559921052,True,Revisión por Comercial para contacto
113,82534,0.9268883868345977,True,Revisión por Comercial para contacto
114,97740,0.9268408754847894,True,Revisión por Comercial para contacto
115,88739,0.9263274292877667,True,Revisión por Comercial para contacto
116,74021,0.9262783378501065,True,Revisión por Comercial para contacto
117,77411,0.9257013656225773,True,Revisión por Comercial para contacto
118,85745,0.9254289397202111,True,Revisión por Comercial para contacto
119,87649,0.9253843584090178,True,Revisión por Comercial para contacto
120,77317,0.9248789191023958,True,Revisión por Comercial para contacto
121,96479,0.9237729510561039,True,Revisión por Comercial para contacto
122,75591,0.9237723024995369,True,Revisión por Comercial para contacto
123,93445,0.923629915585936,True,Revisión por Comercial para contacto
124,82616,0.9234670259600107,True,Revisión por Comercial para contacto
125,78417,0.922183216562781,True,Revisión por Comercial para contacto
126,83843,0.9218532573294296,True,Revisión por Comercial para contacto
127,78381,0.921721030670399,True,Revisión por Comercial para contacto
128,97819,0.9215871839684329,True,Revisión por Comercial para contacto
129,96470,0.9210011047715266,True,Revisión por Comercial para contacto
130,91894,0.9206606807002398,True,Revisión por Comercial para contacto
131,88580,0.920598473795848,True,Revisión por Comercial para contacto
132,77808,0.9205086917476023,True,Revisión por Comercial para contacto
133,75197,0.9203952051417313,True,Revisión por Comercial para contacto
134,98025,0.9201704189465915,True,Revisión por Comercial para contacto
135,82285,0.9200269386087858,True,Revisión por Comercial para contacto
136,92823,0.9200077046506432,True,Revisión por Comercial para contacto
137,82628,0.9199420529244744,True,Revisión por Comercial para contacto
138,71294,0.9195736344097072,True,Revisión por Comercial para contacto
139,92620,0.9190649199909617,True,Revisión por Comercial para contacto
140,93003,0.9178381310636676,True,Revisión por Comercial para contacto
141,84156,0.9167628899559322,True,Revisión por Comercial para contacto
142,78034,0.9166022351707912,True,Revisión por Comercial para contacto
143,85819,0.9155283932600289,True,Revisión por Comercial para contacto
144,92106,0.9154451532482593,True,Revisión por Comercial para contacto
145,96678,0.9153437430476312,True,Revisión por Comercial para contacto
146,81698,0.913734420548955,True,Revisión por Comercial para contacto
147,81598,0.9135652051069576,True,Revisión por Comercial para contacto
148,79255,0.9133844924138768,True,Revisión por Comercial para contacto
149,91807,0.9133209153146887,True,Revisión por Comercial para contacto
150,93245,0.913123838728833,True,Revisión por Comercial para contacto
151,79434,0.9131106845548329,True,Revisión por Comercial para contacto
152,84703,0.9129326858515371,True,Revisión por Comercial para contacto
153,79421,0.9121272250227751,True,Revisión por Comercial para contacto
154,99707,0.9116805676511558,True,Revisión por Comercial para contacto
155,96963,0.9108955194837298,True,Revisión por Comercial para contacto
156,75283,0.9100098684663299,True,Revisión por Comercial para contacto
157,75684,0.9098392152386728,True,Revisión por Comercial para contacto
158,79983,0.9089637767287241,True,Revisión por Comercial para contacto
159,74965,0.908222121958576,True,Revisión por Comercial para contacto
160,95275,0.9078627828163653,True,Revisión por Comercial para contacto
161,75125,0.906766236199479,True,Revisión por Comercial para contacto
162,99000,0.9063811033618469,True,Revisión por Comercial para contacto
163,72995,0.9062810426750054,True,Revisión por Comercial para contacto
164,99462,0.9062025726155708,True,Revisión por Comercial para contacto
165,85920,0.9052627707848102,True,Revisión por Comercial para contacto
166,82607,0.905221713005555,True,Revisión por Comercial para contacto
167,71855,0.9045212115100277,True,Revisión por Comercial para contacto
168,86462,0.9033001117669367,True,Revisión por Comercial para contacto
169,75493,0.9032750450109875,True,Revisión por Comercial para contacto
170,98790,0.9031476649372224,True,Revisión por Comercial para contacto
171,88820,0.9027731039476306,True,Revisión por Comercial para contacto
172,84213,0.9026961275275464,True,Revisión por Comercial para contacto
173,79725,0.9023770021799264,True,Revisión por Comercial para contacto
174,92784,0.9023017240917786,True,Revisión por Comercial para contacto
175,80507,0.9018577094893541,True,Revisión por Comercial para contacto
176,80205,0.901835700912319,True,Revisión por Comercial para contacto
177,80223,0.9017633563227279,True,Revisión por Comercial para contacto
178,88133,0.9017367362560976,True,Revisión por Comercial para contacto
179,79888,0.9004366415863982,True,Revisión por Comercial para contacto
180,89016,0.9000538771260763,True,Revisión por Comercial para contacto
181,90711,0.899970973296877,True,Revisión por Comercial para contacto
182,88462,0.8995654273100007,True,Revisión por Comercial para contacto
183,79432,0.8990710249265789,True,Revisión por Comercial para contacto
184,95856,0.8987021626640741,True,Revisión por Comercial para contacto
185,89993,0.8985963600652358,True,Revisión por Comercial para contacto
186,97190,0.8978722937399457,True,Revisión por Comercial para contacto
187,87256,0.8977862540476141,True,Revisión por Comercial para contacto
188,76803,0.8977564631650156,True,Revisión por Comercial para contacto
189,94995,0.8975377560218866,True,Revisión por Comercial para contacto
190,70924,0.8973494376154957,True,Revisión por Comercial para contacto
191,97720,0.8970294753148343,True,Revisión por Comercial para contacto
192,94869,0.8966379277980192,True,Revisión por Comercial para contacto
193,76537,0.8965525226061696,True,Revisión por Comercial para contacto
194,73923,0.8963938341840405,True,Revisión por Comercial para contacto
195,96822,0.896098213586134,True,Revisión por Comercial para contacto
196,97228,0.8957369716125413,True,Revisión por Comercial para contacto
197,85837,0.8954714824234249,True,Revisión por Comercial para contacto
198,80278,0.8949690220239821,True,Revisión por Comercial para contacto
199,82973,0.894467913306233,True,Revisión por Comercial para contacto
200,95369,0.8939628942933034,True,Revisión por Comercial para contacto
201,83790,0.8936421515883711,True,Revisión por Comercial para contacto
202,80282,0.8933815721674291,True,Revisión por Comercial para contacto
203,95703,0.8933358009000658,True,Revisión por Comercial para contacto
204,73428,0.8931359592472975,True,Revisión por Comercial para contacto
205,95622,0.8930111305249907,True,Revisión por Comercial para contacto
206,86944,0.8928197676440133,True,Revisión por Comercial para contacto
207,76541,0.8926843161501704,True,Revisión por Comercial para contacto
208,84953,0.8921261123232656,True,Revisión por Comercial para contacto
209,72484,0.892029812920196,True,Revisión por Comercial para contacto
210,93049,0.8919392169390006,True,Revisión por Comercial para contacto
211,87106,0.8919286445599753,True,Revisión por Comercial para contacto
212,75234,0.8917450085113146,True,Revisión por Comercial para contacto
213,80500,0.8914894903002571,True,Revisión por Comercial para contacto
214,87197,0.8913322804098198,True,Revisión por Comercial para contacto
215,81620,0.891188498947929,True,Revisión por Comercial para contacto
216,91579,0.8909935479342822,True,Revisión por Comercial para contacto
217,70418,0.8909855448412737,True,Revisión por Comercial para contacto
218,84807,0.8909502321161349,True,Revisión por Comercial para contacto
219,85063,0.8908633330172845,True,Revisión por Comercial para contacto
220,85777,0.8900598161050132,True,Revisión por Comercial para contacto
221,98426,0.8896587973820947,True,Revisión por Comercial para contacto
222,75248,0.8891800784951549,True,Revisión por Comercial para contacto
223,88037,0.8890619130912558,True,Revisión por Comercial para contacto
224,87769,0.8887188205053682,True,Revisión por Comercial para contacto
225,76283,0.8882151773005135,True,Revisión por Comercial para contacto
226,84925,0.88817552837598,True,Revisión por Comercial para contacto
227,98349,0.8880419143052202,True,Revisión por Comercial para contacto
228,82659,0.8879263257881278,True,Revisión por Comercial para contacto
229,79540,0.8878585786629108,True,Revisión por Comercial para contacto
230,90174,0.8877244620892252,True,Revisión por Comercial para contacto
231,88021,0.887565581806201,True,Revisión por Comercial para contacto
232,86084,0.8873794898208954,True,Revisión por Comercial para contacto
233,90287,0.8873426132021431,True,Revisión por Comercial para contacto
234,72462,0.8872634055060096,True,Revisión por Comercial para contacto
235,79797,0.887190629000081,True,Revisión por Comercial para contacto
236,96471,0.8870904726224402,True,Revisión por Comercial para contacto
237,99807,0.8869945443170969,True,Revisión por Comercial para contacto
238,71432,0.8866847880532356,True,Revisión por Comercial para contacto
239,95424,0.8866841183079652,True,Revisión por Comercial para contacto
240,80121,0.886607810005013,True,Revisión por Comercial para contacto
241,90757,0.8865808854495839,True,Revisión por Comercial para contacto
242,93451,0.8864513077314012,True,Revisión por Comercial para contacto
243,79790,0.8862673401576107,True,Revisión por Comercial para contacto
244,76844,0.886005711599316,True,Revisión por Comercial para contacto
245,88271,0.8859371638295239,True,Revisión por Comercial para contacto
246,84580,0.8858247718525336,True,Revisión por Comercial para contacto
247,92184,0.8855445974275145,True,Revisión por Comercial para contacto
248,81359,0.8854684690675937,True,Revisión por Comercial para contacto
249,91348,0.8854288636948171,True,Revisión por Comercial para contacto
250,97265,0.8853029242399592,True,Revisión por Comercial para contacto
251,93920,0.8852636019817522,True,Revisión por Comercial para contacto
252,92353,0.885119627678595,True,Revisión por Comercial para contacto
253,88617,0.8848609647678463,True,Revisión por Comercial para contacto
254,85896,0.8847640896179477,True,Revisión por Comercial para contacto
255,92169,0.8844249364931932,True,Revisión por Comercial para contacto
256,74989,0.8843278411493568,True,Revisión por Comercial para contacto
257,70825,0.8841884238528297,True,Revisión por Comercial para contacto
258,76785,0.8841547469765284,True,Revisión por Comercial para contacto
259,73709,0.8834894723454686,True,Revisión por Comercial para contacto
260,89305,0.8832821245710664,True,Revisión por Comercial para contacto
261,71385,0.8828277154527094,True,Revisión por Comercial para contacto
262,83102,0.8823945251545406,True,Revisión por Comercial para contacto
263,98945,0.8823458253611302,True,Revisión por Comercial para contacto
264,86810,0.8821461607245404,True,Revisión por Comercial para contacto
265,73552,0.8820022688662758,True,Revisión por Comercial para contacto
266,72844,0.8819094851016014,True,Revisión por Comercial para contacto
267,84695,0.8817629351849409,True,Revisión por Comercial para contacto
268,86991,0.8815514995971617,True,Revisión por Comercial para contacto
269,95295,0.8815479148267843,True,Revisión por Comercial para contacto
270,97567,0.8812475308819585,True,Revisión por Comercial para contacto
271,94667,0.8811032567721353,True,Revisión por Comercial para contacto
272,96531,0.8808127332816368,True,Revisión por Comercial para contacto
273,81250,0.880702930762154,True,Revisión por Comercial para contacto
274,84517,0.8805763945375571,True,Revisión por Comercial para contacto
275,91638,0.8803461417765045,True,Revisión por Comercial para contacto
276,73902,0.8802972015291273,True,Revisión por Comercial para contacto
277,92357,0.8802301735897735,True,Revisión por Comercial para contacto
278,98384,0.879802227308102,True,Revisión por Comercial para contacto
279,95098,0.879686848893586,True,Revisión por Comercial para contacto
280,78712,0.8796815266819802,True,Revisión por Comercial para contacto
281,84259,0.8795491808957824,True,Revisión por Comercial para contacto
282,98789,0.8788897340366861,True,Revisión por Comercial para contacto
283,90846,0.8787955879438961,True,Revisión por Comercial para contacto
284,89297,0.878502131337084,True,Revisión por Comercial para contacto
285,89491,0.8784871177952948,True,Revisión por Comercial para contacto
286,83850,0.8784229951398874,True,Revisión por Comercial para contacto
287,73510,0.8783353224520105,True,Revisión por Comercial para contacto
288,92228,0.8781590587040276,True,Revisión por Comercial para contacto
289,83711,0.8781220749524822,True,Revisión por Comercial para contacto
290,96561,0.877897944416259,True,Revisión por Comercial para contacto
291,72983,0.8776051209133121,True,Revisión por Comercial para contacto
292,97857,0.877550419231549,True,Revisión por Comercial para contacto
293,99666,0.8774798122730336,True,Revisión por Comercial para contacto
294,99394,0.8772513375705017,True,Revisión por Comercial para contacto
295,72358,0.8771442164293282,True,Revisión por Comercial para contacto
296,98820,0.8771402215418629,True,Revisión por Comercial para contacto
297,85488,0.8770566047286001,True,Revisión por Comercial para contacto
298,94846,0.8765075512268836,True,Revisión por Comercial para contacto
299,88612,0.8763936261488243,True,Revisión por Comercial para contacto
300,76874,0.8762883415059209,True,Revisión por Comercial para contacto
301,89536,0.8758135874832611,True,Revisión por Comercial para contacto
302,87492,0.8757314352362005,True,Revisión por Comercial para contacto
303,95700,0.8755716012504974,True,Revisión por Comercial para contacto
304,72614,0.8753822107628623,True,Revisión por Comercial para contacto
305,89522,0.8753597604572477,True,Revisión por Comercial para contacto
306,77263,0.8753094685703497,True,Revisión por Comercial para contacto
307,82274,0.8752474756292603,True,Revisión por Comercial para contacto
308,71721,0.8751318774106475,True,Revisión por Comercial para contacto
309,73179,0.875075572884577,True,Revisión por Comercial para contacto
310,88934,0.8747855927584332,True,Revisión por Comercial para contacto
311,98271,0.8745956110596873,True,Revisión por Comercial para contacto
312,73731,0.8742873312663195,True,Revisión por Comercial para contacto
313,79880,0.8742379203070271,True,Revisión por Comercial para contacto
314,98930,0.8740116045944052,True,Revisión por Comercial para contacto
315,71672,0.8737785053980245,True,Revisión por Comercial para contacto
316,80271,0.8735902927688943,True,Revisión por Comercial para contacto
317,86271,0.8732798457965604,True,Revisión por Comercial para contacto
318,93135,0.8729297895818365,True,Revisión por Comercial para contacto
319,84421,0.8723001995590292,True,Revisión por Comercial para contacto
320,79324,0.8721390527502046,True,Revisión por Comercial para contacto
321,70350,0.8721340625133144,True,Revisión por Comercial para contacto
322,70846,0.8721295582252051,True,Revisión por Comercial para contacto
323,81303,0.8719444668607446,True,Revisión por Comercial para contacto
324,87602,0.8718899600429284,True,Revisión por Comercial para contacto
325,75470,0.8718599617342109,True,Revisión por Comercial para contacto
326,98037,0.8718078416360486,True,Revisión por Comercial para contacto
327,99079,0.8717722315401402,True,Revisión por Comercial para contacto
328,70328,0.8715804524330009,True,Revisión por Comercial para contacto
329,79871,0.8715302331660962,True,Revisión por Comercial para contacto
330,75089,0.8710582212804421,True,Revisión por Comercial para contacto
331,78980,0.871001699889287,True,Revisión por Comercial para contacto
332,94753,0.8708731710452507,True,Revisión por Comercial para contacto
333,90920,0.8707585970470417,True,Revisión por Comercial para contacto
334,88309,0.8704912096956787,True,Revisión por Comercial para contacto
335,97893,0.8704884785400512,True,Revisión por Comercial para contacto
336,86236,0.8703573564635989,True,Revisión por Comercial para contacto
337,99269,0.8702408308659981,True,Revisión por Comercial para contacto
338,79257,0.8701925655236682,True,Revisión por Comercial para contacto
339,94467,0.8700747089644094,True,Revisión por Comercial para contacto
340,89209,0.870011904129939,True,Revisión por Comercial para contacto
341,73660,0.8700055992950038,True,Revisión por Comercial para contacto
342,97913,0.8699269829407076,True,Revisión por Comercial para contacto
343,74448,0.869828746140556,True,Revisión por Comercial para contacto
344,83857,0.8697090199596583,True,Revisión por Comercial para contacto
345,77588,0.8696917640765097,True,Revisión por Comercial para contacto
346,88228,0.8696048445181428,True,Revisión por Comercial para contacto
347,96195,0.8694616863666887,True,Revisión por Comercial para contacto
348,84025,0.869342081381876,True,Revisión por Comercial para contacto
349,98276,0.8689494130658367,True,Revisión por Comercial para contacto
350,75335,0.8688118381473907,True,Revisión por Comercial para contacto
351,76218,0.8686905292918189,True,Revisión por Comercial para contacto
352,76435,0.8686724567927857,True,Revisión por Comercial para contacto
353,99308,0.8684495354023254,True,Revisión por Comercial para contacto
354,86398,0.8684087966273786,True,Revisión por Comercial para contacto
355,87747,0.86834892408982,True,Revisión por Comercial para contacto
356,70184,0.8683438095825801,True,Revisión por Comercial para contacto
357,97310,0.8681807561230682,True,Revisión por Comercial para contacto
358,89314,0.8681542325507826,True,Revisión por Comercial para contacto
359,98778,0.8679935315880868,True,Revisión por Comercial para contacto
360,77980,0.867758536693099,True,Revisión por Comercial para contacto
361,87066,0.8677352091468827,True,Revisión por Comercial para contacto
362,72154,0.8676272302346401,True,Revisión por Comercial para contacto
363,73070,0.8676095014846498,True,Revisión por Comercial para contacto
364,72439,0.86753313031734,True,Revisión por Comercial para contacto
365,93790,0.8674535702294247,True,Revisión por Comercial para contacto
366,77695,0.8673307407569973,True,Revisión por Comercial para contacto
367,75074,0.867254218271359,True,Revisión por Comercial para contacto
368,95469,0.8668971499297295,True,Revisión por Comercial para contacto
369,73691,0.8668777184479722,True,Revisión por Comercial para contacto
370,76936,0.8668653828372087,True,Revisión por Comercial para contacto
371,73809,0.8668124211352548,True,Revisión por Comercial para contacto
372,88767,0.8667330113664437,True,Revisión por Comercial para contacto
373,94593,0.8667315593944541,True,Revisión por Comercial para contacto
374,92585,0.8667198105874158,True,Revisión por Comercial para contacto
375,98291,0.8666889466170451,True,Revisión por Comercial para contacto
376,98505,0.866504509899922,True,Revisión por Comercial para contacto
377,76447,0.8663876856709283,True,Revisión por Comercial para contacto
378,91979,0.8663717659123849,True,Revisión por Comercial para contacto
379,78438,0.8661826252578302,True,Revisión por Comercial para contacto
380,97460,0.8659422522861359,True,Revisión por Comercial para contacto
381,85651,0.8659019138837807,True,Revisión por Comercial para contacto
382,92485,0.8657256347610094,True,Revisión por Comercial para contacto
383,88108,0.8656023264184053,True,Revisión por Comercial para contacto
384,93814,0.8655835624673519,True,Revisión por Comercial para contacto
385,85290,0.8653827206554064,True,Revisión por Comercial para contacto
386,96665,0.8653586419483819,True,Revisión por Comercial para contacto
387,92922,0.865326748133357,True,Revisión por Comercial para contacto
388,72424,0.8650858754546932,True,Revisión por Comercial para contacto
389,88264,0.864992222776844,True,Revisión por Comercial para contacto
390,86720,0.8644707760992576,True,Revisión por Comercial para contacto
391,88895,0.8643917516377156,True,Revisión por Comercial para contacto
392,96279,0.8643399582187071,True,Revisión por Comercial para contacto
393,76195,0.8642951609265475,True,Revisión por Comercial para contacto
394,97964,0.8640875862301964,True,Revisión por Comercial para contacto
395,95437,0.8640714247591225,True,Revisión por Comercial para contacto
396,74203,0.8638357755659059,True,Revisión por Comercial para contacto
397,90569,0.8638138883686046,True,Revisión por Comercial para contacto
398,71274,0.863388792937133,True,Revisión por Comercial para contacto
399,78759,0.8633261280234544,True,Revisión por Comercial para contacto
400,74044,0.8631442397725034,True,Revisión por Comercial para contacto
401,83935,0.8630905078459726,True,Revisión por Comercial para contacto
402,98877,0.8630286244200636,True,Revisión por Comercial para contacto
403,94703,0.86245256109615,True,Revisión por Comercial para contacto
404,84678,0.8623606427246775,True,Revisión por Comercial para contacto
405,95188,0.8622682090309487,True,Revisión por Comercial para contacto
406,85480,0.8620539942909728,True,Revisión por Comercial para contacto
407,81520,0.8620400946971132,True,Revisión por Comercial para contacto
408,72435,0.8619581782157046,True,Revisión por Comercial para contacto
409,75408,0.8618961400926838,True,Revisión por Comercial para contacto
410,70095,0.8617499092461355,True,Revisión por Comercial para contacto
411,86298,0.8611664462921991,True,Revisión por Comercial para contacto
412,98207,0.8611436993097709,True,Revisión por Comercial para contacto
413,88009,0.8611269024837338,True,Revisión por Comercial para contacto
414,76518,0.8607880880238021,True,Revisión por Comercial para contacto
415,89065,0.8607659078531481,True,Revisión por Comercial para contacto
416,73492,0.8604976434105087,True,Revisión por Comercial para contacto
417,75294,0.8603385637528916,True,Revisión por Comercial para contacto
418,79179,0.8602371169072389,True,Revisión por Comercial para contacto
419,79012,0.860215298194107,True,Revisión por Comercial para contacto
420,71600,0.8601327472145892,True,Revisión por Comercial para contacto
421,79158,0.8601225909484387,True,Revisión por Comercial para contacto
422,97300,0.8601008167277123,True,Revisión por Comercial para contacto
423,86445,0.8600813954888461,True,Revisión por Comercial para contacto
424,82454,0.8600781633561457,True,Revisión por Comercial para contacto
425,82002,0.8597484494301825,True,Revisión por Comercial para contacto
426,73475,0.8596275168428856,True,Revisión por Comercial para contacto
427,97547,0.8594813005594287,True,Revisión por Comercial para contacto
428,82448,0.8594430051968278,True,Revisión por Comercial para contacto
429,72802,0.8593432231900329,True,Revisión por Comercial para contacto
430,80476,0.8592513727112959,True,Revisión por Comercial para contacto
431,90040,0.8589010482509675,True,Revisión por Comercial para contacto
432,71869,0.8588375728374791,True,Revisión por Comercial para contacto
433,98650,0.8588226982754091,True,Revisión por Comercial para contacto
434,78916,0.8587425932054944,True,Revisión por Comercial para contacto
435,96194,0.8586524145203293,True,Revisión por Comercial para contacto
436,89699,0.8584772644268002,True,Revisión por Comercial para contacto
437,77482,0.8584390182222843,True,Revisión por Comercial para contacto
438,92250,0.8583530178613422,True,Revisión por Comercial para contacto
439,88547,0.858327550459992,True,Revisión por Comercial para contacto
440,86738,0.858314216431678,True,Revisión por Comercial para contacto
441,80007,0.8582157065182873,True,Revisión por Comercial para contacto
442,86248,0.8580393850041703,True,Revisión por Comercial para contacto
443,82892,0.8579077518281463,True,Revisión por Comercial para contacto
444,81498,0.8578661545989756,True,Revisión por Comercial para contacto
445,82934,0.857800057678007,True,Revisión por Comercial para contacto
446,94217,0.8577826883603881,True,Revisión por Comercial para contacto
447,70130,0.8577341709697643,True,Revisión por Comercial para contacto
448,78685,0.8576756623287248,True,Revisión por Comercial para contacto
449,73965,0.8575574331988032,True,Revisión por Comercial para contacto
450,85341,0.857555989216455,True,Revisión por Comercial para contacto
451,73026,0.857480349520486,True,Revisión por Comercial para contacto
452,82592,0.8573408389182641,True,Revisión por Comercial para contacto
453,97875,0.8572351178859863,True,Revisión por Comercial para contacto
454,87567,0.8572109098057639,True,Revisión por Comercial para contacto
455,81158,0.857027536751663,True,Revisión por Comercial para contacto
456,86977,0.8569690090638982,True,Revisión por Comercial para contacto
457,70531,0.856872507953108,True,Revisión por Comercial para contacto
458,88179,0.8568430770979615,True,Revisión por Comercial para contacto
459,97100,0.8568173432559069,True,Revisión por Comercial para contacto
460,77937,0.8566438745280321,True,Revisión por Comercial para contacto
461,91066,0.8564758093952747,True,Revisión por Comercial para contacto
462,82581,0.8564472734818825,True,Revisión por Comercial para contacto
463,70032,0.8564295488114613,True,Revisión por Comercial para contacto
464,76895,0.8564236343824572,True,Revisión por Comercial para contacto
465,93972,0.856305639783226,True,Revisión por Comercial para contacto
466,78341,0.8562951479509604,True,Revisión por Comercial para contacto
