prioridad,id,probabilidad_churn,churn_real,contactar,fraccion_clientes,recall_acumulado
66,6299,0.9012486740336717,1,True,0.004714285714285714,0.042776998597475455
67,58257,0.9010883438311275,1,True,0.0047857142857142855,0.043478260869565216
68,29458,0.9010719117399175,1,True,0.004857142857142857,0.04417952314165498
69,42714,0.9000372871534736,0,True,0.004928571428571429,0.04417952314165498
70,7927,0.8989236886034053,1,True,0.005,0.04488078541374474
71,22567,0.8983925093956363,1,True,0.005071428571428571,0.0455820476858345
72,17673,0.8978265597225364,1,True,0.005142857142857143,0.04628330995792426
73,62850,0.8978029757939322,1,True,0.005214285714285715,0.046984572230014024
74,58459,0.8976379449199999,1,True,0.005285714285714286,0.047685834502103785
75,12392,0.8974550750794716,1,True,0.005357142857142857,0.04838709677419355
76,39864,0.8966547140834088,1,True,0.0054285714285714284,0.04908835904628331
77,47436,0.8961984799972087,1,True,0.0055,0.04978962131837307
78,4182,0.8950000880239649,1,True,0.005571428571428572,0.05049088359046283
79,59657,0.8949683084453672,1,True,0.005642857142857143,0.05119214586255259
80,49122,0.8945781988034088,0,True,0.005714285714285714,0.05119214586255259
81,20923,0.8942285006853001,1,True,0.0057857142857142855,0.051893408134642355
82,45009,0.8942172544472626,1,True,0.005857142857142857,0.052594670406732116
83,59126,0.8937868861074639,1,True,0.005928571428571429,0.05329593267882188
84,58666,0.8931890646644565,0,True,0.006,0.05329593267882188
85,24484,0.8921723953566888,1,True,0.006071428571428571,0.05399719495091164
86,10305,0.8915727221371008,1,True,0.006142857142857143,0.0546984572230014
87,3298,0.8912978657821237,1,True,0.006214285714285714,0.05539971949509116
88,65042,0.8912627834680356,1,True,0.006285714285714286,0.056100981767180924
89,22383,0.8908402845611286,1,True,0.006357142857142857,0.056802244039270686
90,23565,0.8905958326925028,1,True,0.0064285714285714285,0.05750350631136045
91,19452,0.8905469888366794,1,True,0.0065,0.05820476858345021
92,38452,0.8895313708640427,0,True,0.006571428571428572,0.05820476858345021
93,40191,0.8894861670622659,1,True,0.006642857142857143,0.05890603085553997
94,16039,0.8890263235079368,1,True,0.006714285714285714,0.05960729312762973
95,24346,0.8888614001194398,1,True,0.0067857142857142855,0.06030855539971949
96,23006,0.8885917066493683,1,True,0.006857142857142857,0.061009817671809255
97,29548,0.8878828584648755,1,True,0.006928571428571429,0.061711079943899017
98,1999,0.8878827712157464,0,True,0.007,0.061711079943899017
99,9408,0.887793691124572,1,True,0.007071428571428571,0.06241234221598878
100,21311,0.8873051364636616,1,True,0.007142857142857143,0.06311360448807854
101,68994,0.8867602245380243,1,True,0.007214285714285714,0.0638148667601683
102,54716,0.8867181997990462,1,True,0.007285714285714286,0.06451612903225806
103,54610,0.8865855672172392,1,True,0.007357142857142857,0.06521739130434782
104,44798,0.8865804841484815,1,True,0.0074285714285714285,0.06591865357643759
105,15051,0.8864660210753298,1,True,0.0075,0.06661991584852735
106,5957,0.8861815409766638,1,True,0.007571428571428572,0.06732117812061711
107,59202,0.8859962745387401,1,True,0.007642857142857143,0.06802244039270687
108,62644,0.8856072297467624,1,True,0.007714285714285714,0.06872370266479663
109,42540,0.8854319241263668,1,True,0.007785714285714286,0.0694249649368864
110,48462,0.8853615840798269,1,True,0.007857142857142858,0.07012622720897616
111,27461,0.8848427036524624,1,True,0.007928571428571429,0.07082748948106592
112,40719,0.884425599519631,1,True,0.008,0.07152875175315568
113,18895,0.8834921895338798,1,True,0.008071428571428571,0.07223001402524544
114,40912,0.8823159152510389,1,True,0.008142857142857143,0.0729312762973352
115,65585,0.8820746033075135,1,True,0.008214285714285714,0.07363253856942496
116,28273,0.8816226198015277,1,True,0.008285714285714285,0.07433380084151472
117,47691,0.8813128083513355,0,True,0.008357142857142856,0.07433380084151472
118,6968,0.8807782137037804,0,True,0.00842857142857143,0.07433380084151472
119,13985,0.8806863848409899,1,True,0.0085,0.07503506311360449
120,44055,0.8802564311370162,1,True,0.008571428571428572,0.07573632538569425
121,4122,0.8801035217056188,1,True,0.008642857142857143,0.07643758765778401
122,56060,0.878982861755006,1,True,0.008714285714285714,0.07713884992987377
123,32634,0.8788506603199511,1,True,0.008785714285714286,0.07784011220196353
124,39882,0.8784022011005089,1,True,0.008857142857142857,0.0785413744740533
125,52276,0.8783760472552529,1,True,0.008928571428571428,0.07924263674614306
126,2300,0.8776934974904625,1,True,0.009,0.07994389901823282
127,34523,0.877645853527976,1,True,0.00907142857142857,0.08064516129032258
128,29731,0.8773700139427012,1,True,0.009142857142857144,0.08134642356241234
129,21343,0.8771875965599337,1,True,0.009214285714285715,0.0820476858345021
130,57863,0.8770998271434839,1,True,0.009285714285714286,0.08274894810659186
131,14636,0.8770970527167494,0,True,0.009357142857142857,0.08274894810659186
132,13912,0.8768967990886232,1,True,0.009428571428571429,0.08345021037868162
133,48466,0.8765554757945068,1,True,0.0095,0.08415147265077139
134,20882,0.8763599213585186,1,True,0.009571428571428571,0.08485273492286115
135,55706,0.8763226780655259,1,True,0.009642857142857142,0.08555399719495091
136,20006,0.8760910398955976,1,True,0.009714285714285713,0.08625525946704067
137,8702,0.8760592533968734,1,True,0.009785714285714286,0.08695652173913043
138,63599,0.8755471808432376,0,True,0.009857142857142858,0.08695652173913043
139,9414,0.8753005292694178,1,True,0.009928571428571429,0.0876577840112202
140,38964,0.8751898246887083,1,True,0.01,0.08835904628330996
141,3129,0.8748119125519364,0,True,0.010071428571428571,0.08835904628330996
142,14355,0.8747475252926744,1,True,0.010142857142857143,0.08906030855539972
143,52229,0.8744946418471509,1,True,0.010214285714285714,0.08976157082748948
144,55373,0.8742255985398629,1,True,0.010285714285714285,0.09046283309957924
145,3452,0.8740976968286259,1,True,0.010357142857142856,0.091164095371669
146,38610,0.8740733771730094,1,True,0.01042857142857143,0.09186535764375876
147,6462,0.8739462867270642,1,True,0.0105,0.09256661991584852
148,45321,0.8735881272203978,0,True,0.010571428571428572,0.09256661991584852
149,24903,0.8734275694926973,1,True,0.010642857142857143,0.09326788218793829
150,37822,0.8732147512079845,1,True,0.010714285714285714,0.09396914446002805
151,47056,0.8726340132460646,1,True,0.010785714285714286,0.09467040673211781
152,33406,0.8725210260849147,1,True,0.010857142857142857,0.09537166900420757
153,45565,0.8724451507299968,1,True,0.010928571428571428,0.09607293127629733
154,32648,0.872250444544285,1,True,0.011,0.0967741935483871
155,8031,0.8722496528725191,1,True,0.01107142857142857,0.09747545582047686
156,59372,0.8721219336295879,1,True,0.011142857142857144,0.09817671809256662
157,16418,0.8716236537102485,1,True,0.011214285714285715,0.09887798036465638
158,60067,0.8709536091033518,1,True,0.011285714285714286,0.09957924263674614
159,34153,0.8709475981860334,1,True,0.011357142857142857,0.1002805049088359
160,12498,0.8708840473823368,1,True,0.011428571428571429,0.10098176718092566
161,16060,0.8706820831639336,0,True,0.0115,0.10098176718092566
162,68380,0.8706794466147708,1,True,0.011571428571428571,0.10168302945301542
163,25040,0.8701698880861646,0,True,0.011642857142857142,0.10168302945301542
164,22844,0.8689139248308213,1,True,0.011714285714285714,0.10238429172510519
165,30842,0.8683378884096133,1,True,0.011785714285714287,0.10308555399719495
166,45059,0.8677165940825673,0,True,0.011857142857142858,0.10308555399719495
167,8288,0.8665850120960482,1,True,0.011928571428571429,0.10378681626928471
168,62321,0.8660617743420942,1,True,0.012,0.10448807854137447
169,4645,0.8659573962804754,1,True,0.012071428571428571,0.10518934081346423
170,906,0.8655438092840586,1,True,0.012142857142857143,0.105890603085554
171,44169,0.8652219990289828,1,True,0.012214285714285714,0.10659186535764376
172,10568,0.8650790936356738,1,True,0.012285714285714285,0.10729312762973352
173,55988,0.8650759124179304,1,True,0.012357142857142856,0.10799438990182328
174,7294,0.8638129924578521,1,True,0.012428571428571428,0.10869565217391304
175,41710,0.8637102881035358,1,True,0.0125,0.1093969144460028
176,65544,0.8636916156261913,1,True,0.012571428571428572,0.11009817671809256
177,34897,0.8633563365378506,1,True,0.012642857142857143,0.11079943899018233
178,5058,0.8626751136526701,1,True,0.012714285714285714,0.11150070126227209
179,38863,0.862580885934377,1,True,0.012785714285714286,0.11220196353436185
180,2991,0.8623044651584024,1,True,0.012857142857142857,0.11290322580645161
181,32220,0.8621821338420413,1,True,0.012928571428571428,0.11360448807854137
182,19000,0.8618175191864595,1,True,0.013,0.11430575035063113
183,49428,0.8616921222802002,0,True,0.01307142857142857,0.11430575035063113
184,31584,0.8613708112094562,1,True,0.013142857142857144,0.1150070126227209
185,46968,0.8610253622987281,1,True,0.013214285714285715,0.11570827489481066
186,57378,0.8607095768755085,1,True,0.013285714285714286,0.11640953716690042
187,54945,0.8604401584822925,0,True,0.013357142857142857,0.11640953716690042
188,576,0.8602315916830159,1,True,0.013428571428571429,0.11711079943899018
189,42671,0.8597947657083057,1,True,0.0135,0.11781206171107994
190,62718,0.8596756379217918,1,True,0.013571428571428571,0.1185133239831697
191,45354,0.8594841549300053,1,True,0.013642857142857142,0.11921458625525946
192,20891,0.8594454994076752,1,True,0.013714285714285714,0.11991584852734923
193,3040,0.8590757840248529,1,True,0.013785714285714287,0.12061711079943899
194,69383,0.8583572213119226,1,True,0.013857142857142858,0.12131837307152875
195,58104,0.8573549460857665,1,True,0.013928571428571429,0.12201963534361851
196,5477,0.8571140535278542,0,True,0.014,0.12201963534361851
197,69182,0.8565481295987926,0,True,0.014071428571428572,0.12201963534361851
198,46138,0.8563043088106065,0,True,0.014142857142857143,0.12201963534361851
199,1518,0.8562108908493843,1,True,0.014214285714285714,0.12272089761570827
200,68765,0.8560734062146939,1,True,0.014285714285714285,0.12342215988779803
201,1300,0.8559589423398619,1,True,0.014357142857142857,0.1241234221598878
202,67863,0.855840266358584,1,True,0.014428571428571428,0.12482468443197756
203,37848,0.8557404558486753,1,True,0.0145,0.12552594670406733
204,14669,0.8556684866754416,0,True,0.014571428571428572,0.12552594670406733
205,16470,0.8554581678667934,0,True,0.014642857142857143,0.12552594670406733
206,36523,0.8550284090286183,1,True,0.014714285714285714,0.12622720897615708
207,68708,0.8547390209641488,1,True,0.014785714285714286,0.12692847124824685
208,4420,0.8536696700062643,1,True,0.014857142857142857,0.1276297335203366
209,19584,0.853556165314537,1,True,0.014928571428571428,0.12833099579242638
210,58763,0.8535318648823579,0,True,0.015,0.12833099579242638
211,29949,0.853427926446973,1,True,0.01507142857142857,0.12903225806451613
212,47921,0.8534174450367029,0,True,0.015142857142857144,0.12903225806451613
213,63009,0.8531700666909662,1,True,0.015214285714285715,0.1297335203366059
214,64686,0.8527896638867809,1,True,0.015285714285714286,0.13043478260869565
215,11094,0.8527600479495723,1,True,0.015357142857142857,0.13113604488078542
216,15053,0.8522222752590507,1,True,0.015428571428571429,0.13183730715287517
217,50885,0.8519527298419856,0,True,0.0155,0.13183730715287517
218,8168,0.8514809803218606,1,True,0.015571428571428571,0.13253856942496495
219,1741,0.8512251668675223,1,True,0.015642857142857142,0.1332398316970547
220,17383,0.8511084241178786,1,True,0.015714285714285715,0.13394109396914447
221,52743,0.8508856018410145,1,True,0.015785714285714285,0.13464235624123422
222,63377,0.8504625216687364,1,True,0.015857142857142858,0.135343618513324
223,8419,0.8500411263819395,1,True,0.015928571428571427,0.13604488078541374
224,67583,0.8499781296413359,1,True,0.016,0.13674614305750352
225,10752,0.8496894790388079,1,True,0.01607142857142857,0.13744740532959326
226,28589,0.8491022942943346,1,True,0.016142857142857143,0.13814866760168304
227,13177,0.849022403765817,0,True,0.016214285714285716,0.13814866760168304
228,17742,0.8488505342774102,1,True,0.016285714285714285,0.1388499298737728
229,61420,0.8486592408031902,1,True,0.01635714285714286,0.13955119214586256
230,7709,0.8485017467763174,1,True,0.016428571428571428,0.1402524544179523
231,57329,0.848193068542728,1,True,0.0165,0.14095371669004209
232,59,0.8480273539637097,1,True,0.01657142857142857,0.14165497896213183
233,60225,0.8477437721196278,1,True,0.016642857142857143,0.1423562412342216
234,23246,0.8476607847712542,1,True,0.016714285714285713,0.14305750350631136
235,12555,0.8475167324718929,1,True,0.016785714285714286,0.14375876577840113
236,29097,0.8470067572357658,1,True,0.01685714285714286,0.14446002805049088
237,59414,0.8469141544968168,1,True,0.016928571428571428,0.14516129032258066
238,47299,0.8460032973906587,0,True,0.017,0.14516129032258066
239,49607,0.845812250593738,1,True,0.01707142857142857,0.1458625525946704
240,63592,0.8456928177729752,1,True,0.017142857142857144,0.14656381486676018
241,10342,0.8454653232051673,1,True,0.017214285714285713,0.14726507713884993
242,30092,0.8453582735650322,1,True,0.017285714285714286,0.1479663394109397
243,56516,0.8449114432035508,1,True,0.017357142857142856,0.14866760168302945
244,29492,0.8449095685425357,1,True,0.01742857142857143,0.14936886395511922
245,37951,0.8446100932454204,1,True,0.0175,0.15007012622720897
246,39248,0.8440174512442802,1,True,0.01757142857142857,0.15077138849929875
247,56254,0.8438884850271431,1,True,0.017642857142857144,0.1514726507713885
248,15548,0.8438781341148637,1,True,0.017714285714285714,0.15217391304347827
249,44215,0.8437186978340399,1,True,0.017785714285714287,0.15287517531556802
250,34367,0.8437019598100444,1,True,0.017857142857142856,0.1535764375876578
251,68081,0.84348577730278,1,True,0.01792857142857143,0.15427769985974754
252,38809,0.8431023784266096,1,True,0.018,0.15497896213183732
253,9835,0.8424329511408496,0,True,0.01807142857142857,0.15497896213183732
254,32226,0.842355333619392,1,True,0.01814285714285714,0.15568022440392706
255,10360,0.8413101231431451,1,True,0.018214285714285714,0.15638148667601684
256,9990,0.8412378691969213,1,True,0.018285714285714287,0.1570827489481066
257,42900,0.8411942925063092,0,True,0.018357142857142857,0.1570827489481066
258,4301,0.8410142660313696,1,True,0.01842857142857143,0.15778401122019636
259,22378,0.8407373286385575,1,True,0.0185,0.1584852734922861
260,15488,0.8406226961928408,1,True,0.018571428571428572,0.15918653576437589
261,31502,0.8405189445050457,1,True,0.01864285714285714,0.15988779803646563
262,61961,0.840460821095962,1,True,0.018714285714285715,0.1605890603085554
263,44391,0.8404531819766552,1,True,0.018785714285714284,0.16129032258064516
264,65517,0.8402939409894692,1,True,0.018857142857142857,0.16199158485273493
265,21890,0.8402511711776461,1,True,0.01892857142857143,0.16269284712482468
266,19847,0.8402036346222705,0,True,0.019,0.16269284712482468
267,67440,0.8401665521332875,1,True,0.019071428571428573,0.16339410939691446
268,13067,0.8396610707050833,1,True,0.019142857142857142,0.1640953716690042
269,47653,0.839185211641403,1,True,0.019214285714285715,0.16479663394109398
270,54256,0.838917167656381,1,True,0.019285714285714285,0.16549789621318373
271,54490,0.8386447723563433,1,True,0.019357142857142857,0.1661991584852735
272,36638,0.8385582317594755,0,True,0.019428571428571427,0.1661991584852735
273,4472,0.8381354978662275,1,True,0.0195,0.16690042075736325
274,41390,0.837942456200803,1,True,0.019571428571428573,0.16760168302945302
275,924,0.8376824008644772,1,True,0.019642857142857142,0.16830294530154277
276,15084,0.837190345658243,1,True,0.019714285714285715,0.16900420757363255
277,26436,0.8371514142372188,1,True,0.019785714285714285,0.1697054698457223
278,69185,0.8368354027183177,1,True,0.019857142857142858,0.17040673211781207
279,21951,0.8367340183890262,1,True,0.019928571428571427,0.17110799438990182
280,44968,0.8367211559248753,1,True,0.02,0.1718092566619916
281,30832,0.8358957205062981,1,True,0.02007142857142857,0.17251051893408134
282,48334,0.8358741316046062,1,True,0.020142857142857143,0.17321178120617112
283,65432,0.8356793753883484,1,True,0.020214285714285716,0.17391304347826086
284,54583,0.8351808256921723,1,True,0.020285714285714285,0.17461430575035064
285,57902,0.8348735439138031,1,True,0.02035714285714286,0.1753155680224404
286,62504,0.8347434357427644,0,True,0.020428571428571428,0.1753155680224404
287,63039,0.8347420237234183,1,True,0.0205,0.17601683029453016
288,3685,0.8344232866923705,1,True,0.02057142857142857,0.1767180925666199
289,59643,0.8341933248590825,1,True,0.020642857142857143,0.1774193548387097
290,3171,0.8340490307306023,0,True,0.020714285714285713,0.1774193548387097
291,7182,0.8339920621687593,1,True,0.020785714285714286,0.17812061711079943
292,43547,0.833836456076083,1,True,0.02085714285714286,0.1788218793828892
293,22302,0.8335791916525401,1,True,0.02092857142857143,0.17952314165497896
294,20380,0.8335266763994974,1,True,0.021,0.18022440392706873
295,15492,0.8334938108664602,1,True,0.02107142857142857,0.18092566619915848
296,55212,0.8325032876534284,1,True,0.021142857142857144,0.18162692847124826
297,46857,0.8324340993998104,1,True,0.021214285714285713,0.182328190743338
298,63816,0.8322973704285875,1,True,0.021285714285714286,0.18302945301542778
299,57446,0.8322303427015216,1,True,0.021357142857142856,0.18373071528751753
300,35773,0.8319842665195702,1,True,0.02142857142857143,0.1844319775596073
301,7178,0.8317645630683164,0,True,0.0215,0.1844319775596073
302,24238,0.8313725228481261,1,True,0.02157142857142857,0.18513323983169705
303,58319,0.8311412910553364,1,True,0.021642857142857144,0.18583450210378682
304,19864,0.8311005590812541,1,True,0.021714285714285714,0.18653576437587657
305,62014,0.8310223152615617,1,True,0.021785714285714287,0.18723702664796635
306,7379,0.8308793808054209,1,True,0.021857142857142856,0.1879382889200561
307,39832,0.8306902880398956,1,True,0.02192857142857143,0.18863955119214587
308,54694,0.8306315603287309,0,True,0.022,0.18863955119214587
309,6858,0.8304230927992803,1,True,0.02207142857142857,0.18934081346423562
310,18761,0.8303577244629929,1,True,0.02214285714285714,0.1900420757363254
311,25377,0.8302482505788451,1,True,0.022214285714285714,0.19074333800841514
312,22957,0.8301456119617762,1,True,0.022285714285714287,0.19144460028050492
313,4751,0.8300497201215086,1,True,0.022357142857142857,0.19214586255259467
314,42516,0.8299552400026042,1,True,0.02242857142857143,0.19284712482468444
315,63152,0.8296551459819479,0,True,0.0225,0.19284712482468444
316,62603,0.8296194902927394,1,True,0.022571428571428572,0.1935483870967742
317,17027,0.829216248654171,1,True,0.02264285714285714,0.19424964936886396
318,67835,0.8291270954935559,1,True,0.022714285714285715,0.1949509116409537
319,32903,0.8289262511721556,1,True,0.022785714285714284,0.1956521739130435
320,4023,0.8281557376591695,1,True,0.022857142857142857,0.19635343618513323
321,47850,0.8280643538004728,1,True,0.02292857142857143,0.197054698457223
322,41353,0.828008666108345,1,True,0.023,0.19775596072931276
323,39056,0.8278915050483144,1,True,0.023071428571428573,0.19845722300140253
324,66001,0.8278429861308523,1,True,0.023142857142857142,0.19915848527349228
325,31228,0.8273065135063099,1,True,0.023214285714285715,0.19985974754558206
326,67937,0.8269622785165934,0,True,0.023285714285714285,0.19985974754558206
327,26743,0.8268535002413797,1,True,0.023357142857142858,0.2005610098176718
328,44941,0.8267851213907763,1,True,0.023428571428571427,0.20126227208976158
329,14324,0.8265354347188352,1,True,0.0235,0.20196353436185133
330,3987,0.8263836048179435,1,True,0.023571428571428573,0.2026647966339411
331,41644,0.8263478888939135,1,True,0.023642857142857143,0.20336605890603085
332,52301,0.826189344435816,1,True,0.023714285714285716,0.20406732117812063
333,35244,0.8259763721559471,1,True,0.023785714285714285,0.20476858345021037
334,50387,0.8259022730016772,1,True,0.023857142857142858,0.20546984572230015
335,56023,0.825638656177968,1,True,0.023928571428571428,0.2061711079943899
336,60352,0.8256322510063402,1,True,0.024,0.20687237026647967
337,67724,0.8255962577805783,0,True,0.02407142857142857,0.20687237026647967
338,10048,0.8253344155260173,1,True,0.024142857142857143,0.20757363253856942
339,68967,0.8252352387957568,0,True,0.024214285714285716,0.20757363253856942
340,62668,0.8252076061136066,1,True,0.024285714285714285,0.2082748948106592
341,49014,0.825052029755961,0,True,0.02435714285714286,0.2082748948106592
342,30963,0.8248128897283689,1,True,0.024428571428571428,0.20897615708274894
343,62832,0.8247034689706556,0,True,0.0245,0.20897615708274894
344,25567,0.8244386050751025,1,True,0.02457142857142857,0.20967741935483872
345,18232,0.8241284002625082,1,True,0.024642857142857143,0.21037868162692847
346,60546,0.8237924640826543,1,True,0.024714285714285713,0.21107994389901824
347,52252,0.8234715486193395,1,True,0.024785714285714286,0.211781206171108
348,52708,0.8234631837576456,1,True,0.024857142857142855,0.21248246844319776
349,6723,0.8233756142400239,1,True,0.02492857142857143,0.2131837307152875
350,48644,0.823226275538198,0,True,0.025,0.2131837307152875
351,47595,0.8230683951412292,1,True,0.02507142857142857,0.2138849929873773
352,16844,0.8230043618352312,1,True,0.025142857142857144,0.21458625525946703
353,34070,0.8229914441659154,1,True,0.025214285714285713,0.2152875175315568
354,20206,0.8226536222259346,1,True,0.025285714285714286,0.21598877980364656
355,27171,0.8225185494891585,1,True,0.025357142857142856,0.21669004207573633
356,2709,0.822376168192036,0,True,0.02542857142857143,0.21669004207573633
357,57336,0.8221567412963703,1,True,0.0255,0.21739130434782608
358,67336,0.8218305294069548,1,True,0.02557142857142857,0.21809256661991586
359,27097,0.8216929637582906,0,True,0.025642857142857144,0.21809256661991586
360,14029,0.8215993967577062,1,True,0.025714285714285714,0.2187938288920056
361,501,0.8214622341690202,1,True,0.025785714285714287,0.21949509116409538
362,56391,0.8213224322965842,1,True,0.025857142857142856,0.22019635343618513
363,9120,0.8210564349418529,1,True,0.02592857142857143,0.2208976157082749
364,38285,0.8206948045029703,1,True,0.026,0.22159887798036465
365,46733,0.8206422156739562,1,True,0.026071428571428572,0.22230014025245443
366,66438,0.8201629510003448,1,True,0.02614285714285714,0.22300140252454417
367,5148,0.8201112674440364,0,True,0.026214285714285714,0.22300140252454417
368,53699,0.8199146185465522,1,True,0.026285714285714287,0.22370266479663395
369,41251,0.8198450855738879,0,True,0.026357142857142857,0.22370266479663395
370,52170,0.8197873159671585,1,True,0.02642857142857143,0.2244039270687237
371,20646,0.8197294374034441,0,True,0.0265,0.2244039270687237
372,61256,0.8195856833153872,1,True,0.026571428571428572,0.22510518934081347
373,33241,0.8194743307593113,1,True,0.026642857142857142,0.22580645161290322
374,43344,0.8194473257064632,1,True,0.026714285714285715,0.226507713884993
375,3342,0.8192853193640668,0,True,0.026785714285714284,0.226507713884993
376,6359,0.8187136787476222,1,True,0.026857142857142857,0.22720897615708274
377,39887,0.8185184410234313,1,True,0.02692857142857143,0.22791023842917252
378,36021,0.8182935241039824,0,True,0.027,0.22791023842917252
379,26054,0.8181428036927726,1,True,0.027071428571428573,0.22861150070126227
380,60787,0.8181084757161882,1,True,0.027142857142857142,0.22931276297335204
381,57294,0.8181050695185729,1,True,0.027214285714285715,0.2300140252454418
382,8268,0.8180537342083266,1,True,0.027285714285714285,0.23071528751753156
383,21532,0.817456670313447,1,True,0.027357142857142858,0.2314165497896213
384,10044,0.8173214361592639,1,True,0.027428571428571427,0.2321178120617111
385,15682,0.8168006057391979,1,True,0.0275,0.23281907433380084
386,1107,0.8167792506763379,1,True,0.027571428571428573,0.2335203366058906
387,50338,0.8165563507018403,0,True,0.027642857142857143,0.2335203366058906
388,54608,0.816504480293514,0,True,0.027714285714285716,0.2335203366058906
389,20059,0.8164670567351197,1,True,0.027785714285714285,0.23422159887798036
390,32923,0.8164444473898498,1,True,0.027857142857142858,0.23492286115007013
391,16851,0.8159904576114142,1,True,0.027928571428571428,0.23562412342215988
392,41482,0.8159837805325307,1,True,0.028,0.23632538569424966
393,47094,0.8157793356612181,1,True,0.02807142857142857,0.2370266479663394
