timestamp,zona_id,trafico_down_mbps,trafico_up_mbps,latencia_ms,perdida_paquetes_pct
2026-08-02 15:00:00,Z001,2637.47,238.35,14.79,0.022
2026-08-02 16:00:00,Z001,3022.16,412.72,13.36,0.053
2026-08-02 17:00:00,Z001,3771.12,438.42,13.51,0.118
2026-08-02 18:00:00,Z001,4115.95,465.54,15.04,0.043
2026-08-02 19:00:00,Z001,5451.9,636.49,15.05,0.106
2026-08-02 20:00:00,Z001,5539.45,624.93,13.95,0.101
2026-08-02 21:00:00,Z001,5518.65,562.63,15.78,0.058
2026-08-02 22:00:00,Z001,5666.54,662.8,13.81,0.123
2026-08-02 23:00:00,Z001,5029.22,576.59,13.68,0.065
2026-08-03 00:00:00,Z001,2026.98,228.05,16.0,0.101
2026-08-03 01:00:00,Z001,2057.53,277.2,12.1,0.121
2026-08-03 02:00:00,Z001,2211.81,339.61,15.21,0.093
2026-08-03 03:00:00,Z001,2211.43,244.61,13.53,0.078
2026-08-03 04:00:00,Z001,2218.74,237.76,12.85,0.087
2026-08-03 05:00:00,Z001,2157.49,236.14,14.8,0.121
2026-08-03 06:00:00,Z001,2202.91,276.02,13.89,0.132
2026-08-03 07:00:00,Z001,2091.5,280.48,16.35,0.105
2026-08-03 08:00:00,Z001,1996.45,202.47,13.64,0.101
2026-08-03 09:00:00,Z001,2132.82,326.55,14.52,0.07
2026-08-03 10:00:00,Z001,1986.81,273.6,13.99,0.035
2026-08-03 11:00:00,Z001,2103.88,221.04,13.49,0.08
2026-08-03 12:00:00,Z001,2038.02,229.66,13.11,0.058
2026-08-03 13:00:00,Z001,2081.68,234.73,12.93,0.098
2026-08-03 14:00:00,Z001,2322.82,320.37,16.26,0.1
2026-08-03 15:00:00,Z001,2584.28,338.81,14.56,0.082
2026-08-03 16:00:00,Z001,2912.68,304.88,15.01,0.079
2026-08-03 17:00:00,Z001,3692.82,493.83,13.25,0.117
2026-08-03 18:00:00,Z001,3660.52,545.25,12.39,0.095
2026-08-03 19:00:00,Z001,4900.64,670.68,13.61,0.016
2026-08-03 20:00:00,Z001,5233.83,610.85,11.54,0.081
2026-08-03 21:00:00,Z001,5233.73,679.0,13.7,0.139
2026-08-03 22:00:00,Z001,5250.83,664.0,13.74,0.031
2026-08-03 23:00:00,Z001,4763.87,625.5,14.72,0.071
2026-08-04 00:00:00,Z001,1952.99,253.24,14.5,0.105
2026-08-04 01:00:00,Z001,2064.22,195.55,14.64,0.08
2026-08-04 02:00:00,Z001,2220.89,267.46,13.95,0.093
2026-08-04 03:00:00,Z001,2033.86,224.38,13.88,0.052
2026-08-04 04:00:00,Z001,2068.45,308.39,15.25,0.089
2026-08-04 05:00:00,Z001,2235.94,240.65,16.99,0.066
2026-08-04 06:00:00,Z001,2278.47,341.75,11.9,0.124
2026-08-04 07:00:00,Z001,2063.35,230.02,14.63,0.05
2026-08-04 08:00:00,Z001,2137.45,226.33,14.21,0.12
2026-08-04 09:00:00,Z001,2127.34,243.8,14.65,0.038
2026-08-04 10:00:00,Z001,2014.55,228.74,14.94,0.092
2026-08-04 11:00:00,Z001,2152.39,257.4,13.05,0.125
2026-08-04 12:00:00,Z001,2057.85,259.88,13.87,0.097
2026-08-04 13:00:00,Z001,2121.18,288.03,15.65,0.11
2026-08-04 14:00:00,Z001,2318.35,263.07,17.39,0.05
2026-08-04 15:00:00,Z001,2633.48,329.16,13.92,0.086
2026-08-04 16:00:00,Z001,2849.57,360.2,14.38,0.16
2026-08-04 17:00:00,Z001,3633.74,464.17,14.69,0.135
2026-08-04 18:00:00,Z001,3956.6,463.95,11.71,0.097
2026-08-04 19:00:00,Z001,4991.68,524.46,15.72,0.058
2026-08-04 20:00:00,Z001,5230.2,637.0,15.91,0.054
2026-08-04 21:00:00,Z001,5572.08,733.41,14.68,0.098
2026-08-04 22:00:00,Z001,5494.1,613.58,16.03,0.077
2026-08-04 23:00:00,Z001,4755.4,666.78,13.24,0.09
2026-08-05 00:00:00,Z001,2022.02,319.05,16.77,0.077
2026-08-05 01:00:00,Z001,2138.89,256.83,13.58,0.084
2026-08-05 02:00:00,Z001,2086.18,202.76,14.32,0.079
2026-08-05 03:00:00,Z001,2119.36,251.86,13.57,0.106
2026-08-05 04:00:00,Z001,2140.14,301.63,14.59,0.074
2026-08-05 05:00:00,Z001,2148.01,193.95,16.52,0.088
2026-08-05 06:00:00,Z001,2295.46,245.52,12.66,0.091
2026-08-05 07:00:00,Z001,2124.15,265.68,14.22,0.061
2026-08-05 08:00:00,Z001,1950.52,242.35,12.46,0.039
2026-08-05 09:00:00,Z001,2055.16,259.89,16.39,0.109
2026-08-05 10:00:00,Z001,2228.6,289.28,14.44,0.155
2026-08-05 11:00:00,Z001,1976.65,224.95,13.6,0.107
2026-08-05 12:00:00,Z001,2030.98,266.98,14.7,0.104
2026-08-05 13:00:00,Z001,2258.62,323.15,13.94,0.096
2026-08-05 14:00:00,Z001,2225.72,234.88,16.12,0.056
2026-08-05 15:00:00,Z001,2606.14,333.5,15.41,0.03
2026-08-05 16:00:00,Z001,3033.49,361.38,13.28,0.072
2026-08-05 17:00:00,Z001,3628.43,475.21,13.85,0.046
2026-08-05 18:00:00,Z001,3938.33,517.09,12.47,0.076
2026-08-05 19:00:00,Z001,5388.26,683.73,14.89,0.048
2026-08-05 20:00:00,Z001,5018.69,662.15,13.66,0.115
2026-08-05 21:00:00,Z001,5535.43,959.54,13.43,0.092
2026-08-05 22:00:00,Z001,5122.23,701.65,14.65,0.054
2026-08-05 23:00:00,Z001,4761.15,676.45,15.62,0.041
2026-08-06 00:00:00,Z001,2055.58,305.91,13.92,0.089
2026-08-06 01:00:00,Z001,2195.99,222.93,12.99,0.073
2026-08-06 02:00:00,Z001,2212.7,302.69,14.98,0.079
2026-08-06 03:00:00,Z001,2205.64,262.94,14.81,0.11
2026-08-06 04:00:00,Z001,2258.99,272.56,13.68,0.122
2026-08-06 05:00:00,Z001,2228.43,252.59,12.79,0.12
2026-08-06 06:00:00,Z001,1945.01,186.93,13.8,0.083
2026-08-06 07:00:00,Z001,1990.36,245.47,14.32,0.066
2026-08-06 08:00:00,Z001,2281.5,288.49,15.35,0.036
2026-08-06 09:00:00,Z001,1953.14,247.86,16.23,0.05
2026-08-06 10:00:00,Z001,2107.09,213.81,13.14,0.086
2026-08-06 11:00:00,Z001,2055.18,206.38,12.41,0.023
2026-08-06 12:00:00,Z001,2170.12,279.87,14.71,0.053
2026-08-06 13:00:00,Z001,2279.3,297.68,14.01,0.075
2026-08-06 14:00:00,Z001,2234.78,274.62,15.94,0.114
2026-08-06 15:00:00,Z001,2503.83,320.69,12.68,0.102
2026-08-06 16:00:00,Z001,2807.48,365.97,17.56,0.063
2026-08-06 17:00:00,Z001,3922.65,499.59,13.1,0.056
2026-08-06 18:00:00,Z001,4577.57,583.16,13.32,0.074
2026-08-06 19:00:00,Z001,4901.37,587.52,14.42,0.133
2026-08-06 20:00:00,Z001,5042.43,653.85,13.91,0.065
2026-08-06 21:00:00,Z001,5765.36,565.46,11.16,0.087
2026-08-06 22:00:00,Z001,5279.04,526.36,11.95,0.138
2026-08-06 23:00:00,Z001,4908.34,590.45,16.63,0.111
2026-08-07 00:00:00,Z001,2256.4,230.83,12.54,0.099
2026-08-07 01:00:00,Z001,2128.98,295.39,12.04,0.101
2026-08-07 02:00:00,Z001,2183.04,292.62,13.51,0.096
2026-08-07 03:00:00,Z001,2017.05,233.18,12.75,0.057
2026-08-07 04:00:00,Z001,2067.34,232.86,13.09,0.041
2026-08-07 05:00:00,Z001,2274.44,255.86,14.4,0.027
2026-08-07 06:00:00,Z001,2217.7,271.68,13.47,0.067
2026-08-07 07:00:00,Z001,2171.82,164.41,13.01,0.076
2026-08-07 08:00:00,Z001,2077.95,327.44,13.59,0.11
2026-08-07 09:00:00,Z001,2261.44,294.12,13.19,0.041
2026-08-07 10:00:00,Z001,2163.81,313.05,14.66,0.117
2026-08-07 11:00:00,Z001,2346.92,311.11,12.68,0.082
2026-08-07 12:00:00,Z001,2255.56,262.25,15.81,0.078
2026-08-07 13:00:00,Z001,2213.4,253.96,14.19,0.086
2026-08-07 14:00:00,Z001,2135.39,242.1,12.52,0.068
2026-08-07 15:00:00,Z001,2442.4,330.16,15.23,0.097
2026-08-07 16:00:00,Z001,2750.16,325.97,12.38,0.076
2026-08-07 17:00:00,Z001,3567.69,481.22,14.57,0.118
2026-08-07 18:00:00,Z001,4185.63,487.61,15.05,0.107
2026-08-07 19:00:00,Z001,4694.75,590.06,13.65,0.02
2026-08-07 20:00:00,Z001,5417.27,544.88,14.39,0.034
2026-08-07 21:00:00,Z001,5321.88,604.01,15.44,0.064
2026-08-07 22:00:00,Z001,5055.1,634.24,13.74,0.104
2026-08-07 23:00:00,Z001,4589.22,565.22,16.96,0.073
2026-08-08 00:00:00,Z001,2212.94,210.42,12.98,0.094
2026-08-08 01:00:00,Z001,2161.92,279.36,14.51,0.04
2026-08-08 02:00:00,Z001,2294.76,232.6,13.08,0.087
2026-08-08 03:00:00,Z001,2349.25,246.53,14.18,0.085
2026-08-08 04:00:00,Z001,2259.42,311.26,13.52,0.11
2026-08-08 05:00:00,Z001,2325.87,341.34,14.6,0.085
2026-08-08 06:00:00,Z001,2147.64,210.72,13.67,0.083
2026-08-08 07:00:00,Z001,2183.74,281.63,12.25,0.075
2026-08-08 08:00:00,Z001,2391.76,322.73,14.74,0.092
2026-08-08 09:00:00,Z001,2159.42,202.31,14.55,0.007
2026-08-08 10:00:00,Z001,2166.05,259.81,13.46,0.145
2026-08-08 11:00:00,Z001,2388.03,323.56,12.89,0.138
2026-08-08 12:00:00,Z001,2292.92,242.75,14.04,0.109
2026-08-08 13:00:00,Z001,2227.92,272.05,14.38,0.047
2026-08-08 14:00:00,Z001,2387.74,249.8,15.04,0.053
2026-08-08 15:00:00,Z001,2694.61,267.16,12.64,0.045
2026-08-08 16:00:00,Z001,3022.45,370.87,14.44,0.027
2026-08-08 17:00:00,Z001,3612.4,392.82,14.64,0.072
2026-08-08 18:00:00,Z001,4328.33,471.03,16.07,0.041
2026-08-08 19:00:00,Z001,4957.75,602.93,13.7,0.057
2026-08-08 20:00:00,Z001,5122.95,561.62,12.85,0.13
2026-08-08 21:00:00,Z001,6363.54,758.78,12.34,0.102
2026-08-08 22:00:00,Z001,5331.42,595.85,13.25,0.065
2026-08-08 23:00:00,Z001,4967.98,498.28,13.16,0.111
2026-08-09 00:00:00,Z001,2191.19,267.06,11.32,0.108
2026-08-09 01:00:00,Z001,2126.8,291.07,14.19,0.063
2026-08-09 02:00:00,Z001,2028.81,309.64,14.96,0.106
2026-08-09 03:00:00,Z001,2374.11,292.87,15.62,0.066
2026-08-09 04:00:00,Z001,2267.34,250.65,13.4,0.083
2026-08-09 05:00:00,Z001,2069.34,258.55,13.63,0.02
2026-08-09 06:00:00,Z001,2149.31,246.79,15.02,0.089
2026-08-09 07:00:00,Z001,2337.5,298.74,13.34,0.078
2026-08-09 08:00:00,Z001,2160.37,275.06,14.07,0.061
2026-08-09 09:00:00,Z001,2196.37,278.76,12.79,0.09
2026-08-09 10:00:00,Z001,2042.09,278.92,14.63,0.129
2026-08-09 11:00:00,Z001,2095.97,287.15,15.12,0.075
2026-08-09 12:00:00,Z001,2192.98,227.46,12.39,0.057
2026-08-09 13:00:00,Z001,2160.23,310.94,12.2,0.084
2026-08-09 14:00:00,Z001,2464.51,308.96,14.53,0.108
2026-08-09 15:00:00,Z001,2606.32,316.18,13.65,0.119
2026-08-09 16:00:00,Z001,3351.73,342.18,11.56,0.097
2026-08-09 17:00:00,Z001,3815.35,569.84,14.89,0.122
2026-08-09 18:00:00,Z001,4668.65,662.82,15.06,0.042
2026-08-09 19:00:00,Z001,5046.67,628.31,13.88,0.079
2026-08-09 20:00:00,Z001,5971.04,648.74,14.96,0.089
2026-08-09 21:00:00,Z001,5552.15,576.6,11.96,0.095
2026-08-09 22:00:00,Z001,5561.8,598.52,11.75,0.093
2026-08-09 23:00:00,Z001,5009.1,547.47,12.84,0.073
2026-08-10 00:00:00,Z001,2134.2,245.54,12.57,0.078
2026-08-10 01:00:00,Z001,2188.33,263.92,14.08,0.07
2026-08-10 02:00:00,Z001,2006.33,212.98,12.01,0.115
2026-08-10 03:00:00,Z001,2133.49,258.66,14.35,0.09
2026-08-10 04:00:00,Z001,2020.92,232.65,13.43,0.155
2026-08-10 05:00:00,Z001,2185.95,267.82,15.64,0.117
2026-08-10 06:00:00,Z001,1960.17,228.67,13.98,0.098
2026-08-10 07:00:00,Z001,2068.98,245.22,13.45,0.111
2026-08-10 08:00:00,Z001,1954.47,222.01,11.79,0.049
2026-08-10 09:00:00,Z001,2120.82,265.19,13.62,0.114
2026-08-10 10:00:00,Z001,2221.14,264.23,14.3,0.066
2026-08-10 11:00:00,Z001,2161.06,220.62,16.16,0.114
2026-08-10 12:00:00,Z001,2009.93,217.4,14.51,0.07
2026-08-10 13:00:00,Z001,2234.03,256.04,15.83,0.08
2026-08-10 14:00:00,Z001,2552.77,329.41,12.38,0.143
2026-08-10 15:00:00,Z001,2658.27,334.15,14.78,0.044
2026-08-10 16:00:00,Z001,2679.72,319.89,15.65,0.092
2026-08-10 17:00:00,Z001,3733.32,521.99,14.02,0.116
2026-08-10 18:00:00,Z001,4420.74,525.17,13.74,0.084
2026-08-10 19:00:00,Z001,4286.3,532.39,14.86,0.084
2026-08-10 20:00:00,Z001,5394.46,643.82,11.6,0.13
2026-08-10 21:00:00,Z001,5408.96,598.95,15.63,0.109
2026-08-10 22:00:00,Z001,5377.34,707.34,12.61,0.078
2026-08-10 23:00:00,Z001,5088.31,558.91,12.8,0.082
2026-08-11 00:00:00,Z001,2099.6,272.35,12.35,0.004
2026-08-11 01:00:00,Z001,2176.64,225.84,13.27,0.015
2026-08-11 02:00:00,Z001,2186.2,273.83,14.37,0.089
2026-08-11 03:00:00,Z001,1896.24,199.53,13.46,0.058
2026-08-11 04:00:00,Z001,2064.46,255.36,15.21,0.036
2026-08-11 05:00:00,Z001,2089.17,273.0,12.89,0.074
2026-08-11 06:00:00,Z001,2133.89,256.43,14.81,0.083
2026-08-11 07:00:00,Z001,2060.72,211.04,14.3,0.083
2026-08-11 08:00:00,Z001,1996.85,257.06,15.52,0.06
2026-08-11 09:00:00,Z001,2022.51,219.52,11.99,0.14
2026-08-11 10:00:00,Z001,2051.29,219.74,12.65,0.068
2026-08-11 11:00:00,Z001,2036.02,288.24,12.5,0.034
2026-08-11 12:00:00,Z001,2177.31,257.78,13.73,0.097
2026-08-11 13:00:00,Z001,2194.01,261.74,12.31,0.03
2026-08-11 14:00:00,Z001,2229.46,231.27,14.32,0.026
2026-08-11 15:00:00,Z001,2482.07,291.4,13.95,0.092
2026-08-11 16:00:00,Z001,2873.67,316.07,15.49,0.07
2026-08-11 17:00:00,Z001,3688.08,424.58,13.98,0.076
2026-08-11 18:00:00,Z001,4180.32,475.31,14.12,0.126
2026-08-11 19:00:00,Z001,5035.1,683.95,12.39,0.045
2026-08-11 20:00:00,Z001,5364.12,705.71,13.38,0.059
2026-08-11 21:00:00,Z001,5844.98,761.53,15.27,0.067
2026-08-11 22:00:00,Z001,5187.76,696.37,13.68,0.062
2026-08-11 23:00:00,Z001,4610.57,517.91,15.05,0.035
2026-08-12 00:00:00,Z001,2149.16,235.07,13.75,0.076
2026-08-12 01:00:00,Z001,2069.24,239.4,13.47,0.063
2026-08-12 02:00:00,Z001,2214.12,266.53,13.85,0.061
2026-08-12 03:00:00,Z001,2051.63,226.46,14.92,0.057
2026-08-12 04:00:00,Z001,1878.74,227.09,13.66,0.062
2026-08-12 05:00:00,Z001,2175.73,171.88,15.89,0.112
2026-08-12 06:00:00,Z001,2030.94,229.98,14.61,0.096
2026-08-12 07:00:00,Z001,2030.43,194.41,16.54,0.109
2026-08-12 08:00:00,Z001,2104.99,258.15,14.75,0.102
2026-08-12 09:00:00,Z001,1894.66,217.39,13.45,0.075
2026-08-12 10:00:00,Z001,2166.2,201.78,12.38,0.06
2026-08-12 11:00:00,Z001,2116.37,280.38,15.96,0.071
2026-08-12 12:00:00,Z001,2203.96,287.95,14.65,0.079
2026-08-12 13:00:00,Z001,2141.39,222.74,12.64,0.09
2026-08-12 14:00:00,Z001,2296.38,261.25,14.8,0.074
2026-08-12 15:00:00,Z001,2428.95,281.76,14.98,0.049
2026-08-12 16:00:00,Z001,2943.99,350.83,13.09,0.071
2026-08-12 17:00:00,Z001,3221.51,391.88,12.36,0.112
2026-08-12 18:00:00,Z001,4120.15,459.08,15.39,0.049
2026-08-12 19:00:00,Z001,4646.39,430.08,15.57,0.136
2026-08-12 20:00:00,Z001,4912.01,529.33,14.08,0.065
2026-08-12 21:00:00,Z001,5492.25,649.38,14.49,0.051
2026-08-12 22:00:00,Z001,5358.12,553.27,13.51,0.028
2026-08-12 23:00:00,Z001,4720.63,525.92,15.13,0.078
2026-08-13 00:00:00,Z001,2101.52,251.47,11.45,0.02
2026-08-13 01:00:00,Z001,2060.03,255.81,13.72,0.054
2026-08-13 02:00:00,Z001,2067.4,237.94,14.93,0.102
2026-08-13 03:00:00,Z001,2037.95,243.03,14.33,0.093
2026-08-13 04:00:00,Z001,2245.43,268.5,15.4,0.045
2026-08-13 05:00:00,Z001,2030.03,178.57,14.18,0.099
2026-08-13 06:00:00,Z001,1849.67,227.18,14.73,0.096
2026-08-13 07:00:00,Z001,1977.58,260.24,14.01,0.098
2026-08-13 08:00:00,Z001,2078.4,261.29,15.33,0.074
2026-08-13 09:00:00,Z001,2117.7,293.82,13.84,0.046
2026-08-13 10:00:00,Z001,2157.27,305.3,15.55,0.101
2026-08-13 11:00:00,Z001,1880.06,207.68,13.3,0.081
2026-08-13 12:00:00,Z001,2285.96,237.26,16.69,0.069
2026-08-13 13:00:00,Z001,2105.34,279.33,15.11,0.099
2026-08-13 14:00:00,Z001,2222.31,283.41,12.76,0.056
2026-08-13 15:00:00,Z001,2522.22,271.64,15.26,0.063
2026-08-13 16:00:00,Z001,2887.59,308.39,15.25,0.06
2026-08-13 17:00:00,Z001,3644.85,495.8,13.46,0.081
2026-08-13 18:00:00,Z001,4049.08,519.03,13.77,0.067
2026-08-13 19:00:00,Z001,4818.15,463.83,13.91,0.099
2026-08-13 20:00:00,Z001,5345.07,717.71,13.55,0.066
2026-08-13 21:00:00,Z001,5223.46,595.02,16.36,0.088
2026-08-13 22:00:00,Z001,5172.1,542.59,12.08,0.055
2026-08-13 23:00:00,Z001,4972.42,564.84,12.85,0.055
2026-08-14 00:00:00,Z001,2151.08,255.51,13.25,0.071
2026-08-14 01:00:00,Z001,2297.46,317.73,15.76,0.027
2026-08-14 02:00:00,Z001,2075.79,229.02,14.65,0.112
2026-08-14 03:00:00,Z001,2120.7,226.73,13.21,0.099
2026-08-14 04:00:00,Z001,2157.72,263.49,14.16,0.082
2026-08-14 05:00:00,Z001,2115.31,276.55,14.76,0.081
2026-08-14 06:00:00,Z001,2085.4,247.52,13.06,0.056
2026-08-14 07:00:00,Z001,2141.21,234.05,14.98,0.078
2026-08-14 08:00:00,Z001,2167.33,280.79,15.01,0.066
2026-08-14 09:00:00,Z001,2129.45,279.1,12.14,0.131
2026-08-14 10:00:00,Z001,2307.06,309.63,14.97,0.098
2026-08-14 11:00:00,Z001,2071.18,245.12,15.16,0.051
2026-08-14 12:00:00,Z001,2023.15,230.72,14.79,0.054
2026-08-14 13:00:00,Z001,2158.47,255.56,12.79,0.007
2026-08-14 14:00:00,Z001,2195.68,272.07,14.58,0.095
2026-08-14 15:00:00,Z001,2602.52,287.85,12.99,0.091
2026-08-14 16:00:00,Z001,2888.74,385.95,14.46,0.119
2026-08-14 17:00:00,Z001,3394.07,461.64,16.44,0.082
2026-08-14 18:00:00,Z001,4230.23,448.58,15.07,0.114
2026-08-14 19:00:00,Z001,4701.18,605.48,14.34,0.092
2026-08-14 20:00:00,Z001,5506.17,703.6,13.83,0.105
2026-08-14 21:00:00,Z001,5775.18,645.01,14.0,0.027
2026-08-14 22:00:00,Z001,5451.57,754.21,13.69,0.084
2026-08-14 23:00:00,Z001,4760.52,543.85,14.28,0.056
2026-08-15 00:00:00,Z001,2171.27,231.09,14.71,0.087
2026-08-15 01:00:00,Z001,2151.91,259.43,13.74,0.114
2026-08-15 02:00:00,Z001,2150.95,278.6,13.15,0.104
2026-08-15 03:00:00,Z001,2296.94,313.0,15.77,0.089
2026-08-15 04:00:00,Z001,2316.75,334.45,12.65,0.062
2026-08-15 05:00:00,Z001,2046.8,278.19,12.19,0.027
2026-08-15 06:00:00,Z001,2086.14,195.94,14.33,0.047
2026-08-15 07:00:00,Z001,2027.63,242.04,14.02,0.024
2026-08-15 08:00:00,Z001,2124.26,252.53,13.57,0.07
2026-08-15 09:00:00,Z001,2312.03,351.89,13.62,0.04
2026-08-15 10:00:00,Z001,2175.05,267.35,13.94,0.098
2026-08-15 11:00:00,Z001,2426.52,228.83,13.39,0.126
2026-08-15 12:00:00,Z001,2178.38,287.2,14.76,0.117
2026-08-15 13:00:00,Z001,2486.76,310.83,11.91,0.059
2026-08-15 14:00:00,Z001,2654.9,262.27,14.6,0.005
2026-08-15 15:00:00,Z001,2497.96,332.99,14.04,0.069
2026-08-15 16:00:00,Z001,2950.13,265.66,14.83,0.072
2026-08-15 17:00:00,Z001,3390.74,408.42,14.7,0.074
2026-08-15 18:00:00,Z001,4366.81,526.51,13.15,0.082
2026-08-15 19:00:00,Z001,5215.6,706.82,14.95,0.06
2026-08-15 20:00:00,Z001,5737.36,728.54,13.15,0.066
2026-08-15 21:00:00,Z001,5951.64,837.12,11.83,0.129
2026-08-15 22:00:00,Z001,5869.87,721.92,13.71,0.092
2026-08-15 23:00:00,Z001,4903.04,575.3,12.23,0.028
2026-08-16 00:00:00,Z001,2424.82,293.27,14.24,0.079
2026-08-16 01:00:00,Z001,2112.76,243.8,14.11,0.074
2026-08-16 02:00:00,Z001,2120.22,269.68,14.23,0.092
2026-08-16 03:00:00,Z001,2264.12,265.9,13.8,0.124
2026-08-16 04:00:00,Z001,2101.28,193.1,14.67,0.061
2026-08-16 05:00:00,Z001,2088.11,278.3,13.83,0.042
2026-08-16 06:00:00,Z001,2385.59,228.63,13.9,0.023
2026-08-16 07:00:00,Z001,2221.28,245.19,14.98,0.079
2026-08-16 08:00:00,Z001,2328.14,264.37,12.07,0.087
2026-08-16 09:00:00,Z001,2170.57,201.24,12.73,0.058
2026-08-16 10:00:00,Z001,2352.12,307.21,13.58,0.094
2026-08-16 11:00:00,Z001,2004.32,223.53,14.48,0.085
2026-08-16 12:00:00,Z001,2176.64,259.95,14.41,0.08
2026-08-16 13:00:00,Z001,2378.33,296.77,14.61,0.131
2026-08-16 14:00:00,Z001,2507.13,366.33,13.19,0.032
2026-08-16 15:00:00,Z001,2642.9,308.2,15.75,0.046
2026-08-16 16:00:00,Z001,3051.48,384.72,14.12,0.075
2026-08-16 17:00:00,Z001,3698.76,503.72,15.84,0.081
2026-08-16 18:00:00,Z001,4184.65,598.48,12.71,0.134
2026-08-16 19:00:00,Z001,5353.94,762.08,14.82,0.017
2026-08-16 20:00:00,Z001,5316.86,662.5,13.19,0.071
2026-08-16 21:00:00,Z001,5934.25,696.98,12.54,0.107
2026-08-16 22:00:00,Z001,5706.91,663.51,14.85,0.083
2026-08-16 23:00:00,Z001,5351.03,654.26,15.59,0.024
2026-08-17 00:00:00,Z001,2133.19,243.25,12.97,0.115
2026-08-17 01:00:00,Z001,2173.62,195.41,14.86,0.098
2026-08-17 02:00:00,Z001,2022.0,217.3,12.09,0.07
2026-08-17 03:00:00,Z001,2073.31,273.58,14.32,0.048
2026-08-17 04:00:00,Z001,2112.47,245.45,12.88,0.032
2026-08-17 05:00:00,Z001,2148.76,272.24,14.67,0.058
2026-08-17 06:00:00,Z001,2106.1,209.28,12.82,0.081
2026-08-17 07:00:00,Z001,2114.73,202.1,12.73,0.069
2026-08-17 08:00:00,Z001,2180.39,235.05,14.17,0.087
2026-08-17 09:00:00,Z001,2067.48,256.41,12.39,0.06
2026-08-17 10:00:00,Z001,2228.71,317.75,15.01,0.113
2026-08-17 11:00:00,Z001,1929.08,204.04,13.63,0.152
2026-08-17 12:00:00,Z001,2094.63,274.76,14.45,0.091
2026-08-17 13:00:00,Z001,2178.28,222.18,10.76,0.118
2026-08-17 14:00:00,Z001,2238.16,205.9,14.53,0.093
2026-08-17 15:00:00,Z001,2620.57,358.32,12.9,0.054
2026-08-17 16:00:00,Z001,2874.7,380.39,11.48,0.084
2026-08-17 17:00:00,Z001,3612.1,481.72,14.85,0.112
2026-08-17 18:00:00,Z001,3625.81,522.85,14.4,0.12
2026-08-17 19:00:00,Z001,4554.01,426.68,16.14,0.052
2026-08-17 20:00:00,Z001,5237.76,669.97,14.93,0.112
2026-08-17 21:00:00,Z001,5555.29,578.78,14.85,0.102
2026-08-17 22:00:00,Z001,4878.2,689.19,11.02,0.111
2026-08-17 23:00:00,Z001,4670.96,609.95,14.61,0.079
