solicitud_id,month,riesgo_estimado,fraude_real,prioridad_mes,cupo_mes,revisar
901557,6,0.2202054505895472,1,164,5409,True
806726,6,0.21975534464117383,0,165,5409,True
807083,6,0.2180024323595317,0,166,5409,True
844147,6,0.21679813901548922,0,167,5409,True
894804,6,0.2167939777059753,0,168,5409,True
810103,6,0.21555070418822775,0,169,5409,True
849833,6,0.2151608328514557,0,170,5409,True
878907,6,0.21495290784315976,0,171,5409,True
825644,6,0.21367027214624598,0,172,5409,True
893643,6,0.21326839937950828,1,173,5409,True
800250,6,0.21310200862553852,0,174,5409,True
840796,6,0.21261684368221764,1,175,5409,True
859725,6,0.21050272700040248,0,176,5409,True
890398,6,0.20835816813034097,1,177,5409,True
863713,6,0.2080377722786929,1,178,5409,True
829937,6,0.2059890773471637,1,179,5409,True
817324,6,0.20596662120757148,0,180,5409,True
842466,6,0.20549388253907047,0,181,5409,True
872782,6,0.2045220666671373,0,182,5409,True
795270,6,0.2044289180973367,1,183,5409,True
819896,6,0.2040731826087329,0,184,5409,True
809490,6,0.20403137523353213,0,185,5409,True
892388,6,0.2029715757001683,0,186,5409,True
891321,6,0.20265959647048673,1,187,5409,True
881300,6,0.2023918938175652,0,188,5409,True
897460,6,0.20097918923208635,1,189,5409,True
896138,6,0.2008535284477135,0,190,5409,True
846205,6,0.20079907988690968,0,191,5409,True
843962,6,0.2005100018614971,0,192,5409,True
880912,6,0.20004512669941774,0,193,5409,True
843804,6,0.19991770080065369,1,194,5409,True
896037,6,0.19968163920833765,0,195,5409,True
856346,6,0.19939906226284934,1,196,5409,True
886430,6,0.1991830727737783,1,197,5409,True
841166,6,0.19867729201211165,0,198,5409,True
900423,6,0.19854325791970392,1,199,5409,True
822237,6,0.19837404186394791,1,200,5409,True
897771,6,0.1982932870481042,1,201,5409,True
902277,6,0.19808031643791643,1,202,5409,True
802286,6,0.19758771921471788,0,203,5409,True
850346,6,0.19742289731069482,1,204,5409,True
824654,6,0.19706891272840693,0,205,5409,True
796819,6,0.19705829069204508,1,206,5409,True
826200,6,0.19701373253132398,1,207,5409,True
802010,6,0.19661764531372475,0,208,5409,True
800478,6,0.19608180562497135,0,209,5409,True
822987,6,0.1958189970592647,0,210,5409,True
895740,6,0.1957082409058244,0,211,5409,True
834865,6,0.1954385394278101,1,212,5409,True
851937,6,0.1950894716871943,0,213,5409,True
828748,6,0.1948678310527786,0,214,5409,True
833514,6,0.1941391589884573,1,215,5409,True
836296,6,0.1940926725269854,0,216,5409,True
844618,6,0.1940542502232679,0,217,5409,True
812569,6,0.19376531806834105,1,218,5409,True
890987,6,0.19362714001726408,0,219,5409,True
868502,6,0.19355476577245523,0,220,5409,True
846166,6,0.19351441666454214,1,221,5409,True
881180,6,0.19339517099242823,0,222,5409,True
827090,6,0.19320417476200566,0,223,5409,True
867110,6,0.19289108486837253,0,224,5409,True
892047,6,0.19280783303240245,0,225,5409,True
816896,6,0.19261686690580213,1,226,5409,True
797657,6,0.192595826878264,1,227,5409,True
853482,6,0.19254207224880526,0,228,5409,True
894318,6,0.192463240995402,0,229,5409,True
807454,6,0.19143076102908066,0,230,5409,True
825559,6,0.19117224496458002,0,231,5409,True
822844,6,0.19096170193393558,0,232,5409,True
872527,6,0.1909509593588824,0,233,5409,True
902392,6,0.19076771559123512,0,234,5409,True
813498,6,0.19063857429487288,1,235,5409,True
816086,6,0.19003601147124874,0,236,5409,True
840560,6,0.18980211685502102,0,237,5409,True
821302,6,0.18909590298714266,0,238,5409,True
827579,6,0.18899620075952736,1,239,5409,True
894473,6,0.18808542556966218,0,240,5409,True
823445,6,0.1878487673472543,0,241,5409,True
894783,6,0.18784352101091384,0,242,5409,True
844894,6,0.1875755276670345,1,243,5409,True
817821,6,0.18727944090942983,0,244,5409,True
805249,6,0.18710877241793814,1,245,5409,True
867459,6,0.18694974411737147,1,246,5409,True
807852,6,0.1862214496492206,0,247,5409,True
846551,6,0.18613094392278243,0,248,5409,True
900845,6,0.18608872630554257,0,249,5409,True
866908,6,0.1856448996088417,0,250,5409,True
858558,6,0.18553000586973348,1,251,5409,True
822639,6,0.18551142025797265,0,252,5409,True
856070,6,0.18501006470482018,0,253,5409,True
856020,6,0.18457439304712,1,254,5409,True
829524,6,0.18392291528442453,1,255,5409,True
865933,6,0.18381359354438762,0,256,5409,True
851827,6,0.18378271656707446,0,257,5409,True
874504,6,0.18360758196122542,1,258,5409,True
847408,6,0.1830452799127245,1,259,5409,True
834334,6,0.18294457682300874,1,260,5409,True
802884,6,0.18286223801599588,0,261,5409,True
879740,6,0.18282060327381455,0,262,5409,True
823309,6,0.18254631104601793,0,263,5409,True
830137,6,0.1825371459494208,0,264,5409,True
847674,6,0.18240538167027137,1,265,5409,True
876592,6,0.18161592629277698,0,266,5409,True
890835,6,0.181492443732644,1,267,5409,True
897532,6,0.18089316630551586,0,268,5409,True
883200,6,0.18062478786481678,1,269,5409,True
899931,6,0.18024272701512375,0,270,5409,True
833044,6,0.17985179287064632,0,271,5409,True
899662,6,0.1796900089828123,0,272,5409,True
795875,6,0.17966898310824495,0,273,5409,True
817709,6,0.17942224099931373,0,274,5409,True
900676,6,0.17791835731842837,0,275,5409,True
840604,6,0.17777876114704017,0,276,5409,True
831691,6,0.17749252742256602,0,277,5409,True
822455,6,0.17746475980753862,0,278,5409,True
813251,6,0.17729204759872846,0,279,5409,True
884299,6,0.17718349505599248,0,280,5409,True
812537,6,0.17696952964801352,0,281,5409,True
827897,6,0.17691732183255274,1,282,5409,True
849437,6,0.1768706239015053,0,283,5409,True
847825,6,0.17643392997402715,0,284,5409,True
895985,6,0.17598579601040829,0,285,5409,True
797959,6,0.17590046368717568,0,286,5409,True
878841,6,0.1757895340578259,0,287,5409,True
892653,6,0.17566188390368312,0,288,5409,True
836452,6,0.17561290416855654,0,289,5409,True
882276,6,0.17521320285252245,0,290,5409,True
874838,6,0.17505487291572683,0,291,5409,True
823657,6,0.17496980954762245,0,292,5409,True
856193,6,0.17465065456406315,0,293,5409,True
810453,6,0.17458299351599257,0,294,5409,True
854776,6,0.17411536590353596,0,295,5409,True
871770,6,0.1740854403783742,0,296,5409,True
860636,6,0.17404157072789755,0,297,5409,True
801710,6,0.17353336671812175,1,298,5409,True
799738,6,0.17353237154497322,0,299,5409,True
886188,6,0.17347408193541955,0,300,5409,True
859048,6,0.17336619028733102,1,301,5409,True
895407,6,0.1733430344361229,1,302,5409,True
880201,6,0.1728739919781899,1,303,5409,True
809341,6,0.17253808143620347,0,304,5409,True
795295,6,0.172392756672124,0,305,5409,True
825906,6,0.17235836134333085,0,306,5409,True
829648,6,0.17217216151936862,0,307,5409,True
887450,6,0.17163030362757792,0,308,5409,True
850648,6,0.1715637720853769,0,309,5409,True
872558,6,0.1712795072928287,0,310,5409,True
852011,6,0.171138114095772,0,311,5409,True
825776,6,0.17014528089478909,0,312,5409,True
856753,6,0.1701239418624586,0,313,5409,True
877270,6,0.17001972051637881,0,314,5409,True
843632,6,0.16980665115587815,0,315,5409,True
795050,6,0.16979837493332658,0,316,5409,True
845986,6,0.16961122581451132,0,317,5409,True
886866,6,0.16950378642398123,0,318,5409,True
832855,6,0.16911481928300237,0,319,5409,True
858970,6,0.16900794034245467,0,320,5409,True
823636,6,0.16858484099602858,1,321,5409,True
797480,6,0.1685762358370965,0,322,5409,True
892182,6,0.1685621743086414,0,323,5409,True
895122,6,0.16850269955072758,0,324,5409,True
874092,6,0.16839087901414426,1,325,5409,True
892806,6,0.16823247695431118,0,326,5409,True
828172,6,0.16820263306712566,0,327,5409,True
837026,6,0.16803570921892574,0,328,5409,True
877694,6,0.16787739818659056,1,329,5409,True
814710,6,0.16784587664274175,0,330,5409,True
813588,6,0.1678332377887647,0,331,5409,True
850746,6,0.1676421463242782,0,332,5409,True
840311,6,0.1676205983024666,1,333,5409,True
860956,6,0.1674552799493523,0,334,5409,True
895995,6,0.16721668766613573,0,335,5409,True
831336,6,0.1670952072321069,1,336,5409,True
806832,6,0.16706049158430966,1,337,5409,True
846837,6,0.16666134551349202,0,338,5409,True
844254,6,0.16655582352866433,0,339,5409,True
797089,6,0.1664194611370071,1,340,5409,True
862954,6,0.166069121606599,0,341,5409,True
808311,6,0.1656412825350215,1,342,5409,True
884687,6,0.16546369548383016,0,343,5409,True
884000,6,0.1654104531814235,0,344,5409,True
844974,6,0.1652979453066704,0,345,5409,True
894181,6,0.1652877580623555,0,346,5409,True
855753,6,0.16522823249372431,0,347,5409,True
853493,6,0.1648931787293439,0,348,5409,True
859569,6,0.1648219605485982,0,349,5409,True
886793,6,0.16481107024435443,0,350,5409,True
829973,6,0.16453671542447784,0,351,5409,True
902243,6,0.1644309270117038,1,352,5409,True
882889,6,0.1643217092919084,1,353,5409,True
815787,6,0.16420782085185073,1,354,5409,True
892598,6,0.16398810104008749,0,355,5409,True
890806,6,0.16386493674267655,0,356,5409,True
877037,6,0.16377685642667894,0,357,5409,True
859227,6,0.16342754940070178,0,358,5409,True
885618,6,0.16313025453961627,0,359,5409,True
837759,6,0.1630407939701945,0,360,5409,True
855667,6,0.16301530516573945,0,361,5409,True
816629,6,0.162802734312481,0,362,5409,True
840210,6,0.16269036423288824,0,363,5409,True
802214,6,0.16241089444585707,0,364,5409,True
861747,6,0.16233769454287328,1,365,5409,True
901592,6,0.16231019351582315,0,366,5409,True
871969,6,0.16222358061128234,0,367,5409,True
847190,6,0.1621150759412741,1,368,5409,True
857447,6,0.1620845295582108,0,369,5409,True
833189,6,0.16203504733234528,1,370,5409,True
879737,6,0.16167815100153965,0,371,5409,True
859654,6,0.16132723240526511,0,372,5409,True
892033,6,0.16130881078935932,1,373,5409,True
850585,6,0.16129926378731224,0,374,5409,True
805515,6,0.16116474264738073,0,375,5409,True
879148,6,0.1610339539365985,0,376,5409,True
872064,6,0.160262633233449,0,377,5409,True
816183,6,0.16006025202637691,0,378,5409,True
902777,6,0.1595842012801555,1,379,5409,True
823971,6,0.15952620746589033,1,380,5409,True
874494,6,0.15948587806051762,0,381,5409,True
886422,6,0.1586308146441937,0,382,5409,True
900496,6,0.15857975632976581,0,383,5409,True
841042,6,0.15836932525275518,0,384,5409,True
867337,6,0.1582082481916209,0,385,5409,True
822641,6,0.15816401539679695,0,386,5409,True
871462,6,0.15813406856098602,0,387,5409,True
826050,6,0.1579592014305272,0,388,5409,True
831964,6,0.15772923330016014,0,389,5409,True
845662,6,0.1576229324219765,0,390,5409,True
811436,6,0.15762219710884107,0,391,5409,True
870103,6,0.15735393256801591,0,392,5409,True
865080,6,0.15726495352226058,0,393,5409,True
885648,6,0.15726165378176396,1,394,5409,True
890741,6,0.15723081226537478,0,395,5409,True
886666,6,0.15691038324916132,0,396,5409,True
881253,6,0.15677499427247177,0,397,5409,True
872898,6,0.15675249835670862,0,398,5409,True
900948,6,0.1566354476216007,0,399,5409,True
814175,6,0.1565953678254462,0,400,5409,True
834830,6,0.1565703605323318,0,401,5409,True
825424,6,0.1565447092185166,1,402,5409,True
812098,6,0.1564662090652113,1,403,5409,True
845260,6,0.15643645910649895,0,404,5409,True
822299,6,0.15640208945299164,0,405,5409,True
878314,6,0.15599023268825832,0,406,5409,True
802141,6,0.1558471076845751,0,407,5409,True
874028,6,0.15583382157614303,0,408,5409,True
863398,6,0.15569031137878167,0,409,5409,True
866703,6,0.1555380322872584,0,410,5409,True
798547,6,0.1554321543959355,0,411,5409,True
852485,6,0.15517051038342095,1,412,5409,True
888695,6,0.15486804747749267,0,413,5409,True
843722,6,0.15478318700261642,0,414,5409,True
881552,6,0.15441254353293501,1,415,5409,True
831821,6,0.1541177592633037,1,416,5409,True
799148,6,0.15411134277563798,0,417,5409,True
825093,6,0.15369029409544305,1,418,5409,True
846284,6,0.1534839105815394,1,419,5409,True
825144,6,0.15325787152074904,0,420,5409,True
856015,6,0.15307786938658696,0,421,5409,True
888783,6,0.15290621593195425,0,422,5409,True
822999,6,0.15274329949888155,0,423,5409,True
806733,6,0.15268938815146807,0,424,5409,True
873052,6,0.15184833516604768,0,425,5409,True
861667,6,0.1518395534943161,0,426,5409,True
805673,6,0.15176082195403656,0,427,5409,True
857931,6,0.15162048773313774,1,428,5409,True
850051,6,0.15155931374369966,0,429,5409,True
847127,6,0.15141826675953246,0,430,5409,True
826340,6,0.15134186688740717,1,431,5409,True
809681,6,0.15128734384698006,0,432,5409,True
870740,6,0.1512789501969224,1,433,5409,True
891375,6,0.15122433038888355,1,434,5409,True
835768,6,0.15117281845017985,0,435,5409,True
860706,6,0.15116011733584747,0,436,5409,True
838715,6,0.1508734385183799,0,437,5409,True
880551,6,0.15075122630592794,0,438,5409,True
897029,6,0.15018505124471496,0,439,5409,True
878811,6,0.1501822743917377,0,440,5409,True
899678,6,0.15007675855097383,0,441,5409,True
814150,6,0.14984415507168108,1,442,5409,True
856379,6,0.14971976337769421,0,443,5409,True
797732,6,0.149690097774931,0,444,5409,True
866915,6,0.14965033088336202,0,445,5409,True
885998,6,0.14932649885433147,0,446,5409,True
849582,6,0.14886722645102196,1,447,5409,True
799800,6,0.14885149268628936,0,448,5409,True
846256,6,0.14856419672760252,0,449,5409,True
805111,6,0.1485081975786356,0,450,5409,True
864413,6,0.14841121234358312,0,451,5409,True
901643,6,0.14809683589130845,0,452,5409,True
881226,6,0.14777972425669597,0,453,5409,True
828344,6,0.14761730362129638,0,454,5409,True
819179,6,0.1474776447527389,0,455,5409,True
871084,6,0.14744954008883587,1,456,5409,True
857864,6,0.14732179748203825,1,457,5409,True
801094,6,0.14712184387665658,0,458,5409,True
860103,6,0.14693585422928376,0,459,5409,True
803293,6,0.1467543368395517,0,460,5409,True
886121,6,0.14674901086958642,0,461,5409,True
893039,6,0.14671088427887377,0,462,5409,True
881165,6,0.14666749803084828,1,463,5409,True
846932,6,0.1464074184172409,0,464,5409,True
860366,6,0.1462765806849632,0,465,5409,True
847373,6,0.14598467187760805,0,466,5409,True
828894,6,0.14596439468888153,0,467,5409,True
845478,6,0.14571850428234578,0,468,5409,True
819153,6,0.14571022312179013,0,469,5409,True
830958,6,0.14533364930195333,0,470,5409,True
849914,6,0.1451779851223315,1,471,5409,True
841135,6,0.14504012458034318,1,472,5409,True
808252,6,0.1449864084682375,0,473,5409,True
798413,6,0.14496803613262296,0,474,5409,True
853654,6,0.14476033455058623,1,475,5409,True
887047,6,0.14449139404645633,0,476,5409,True
843345,6,0.1443377765379377,0,477,5409,True
797684,6,0.14433280951578986,1,478,5409,True
818244,6,0.14423857220655134,0,479,5409,True
848994,6,0.14413381744920722,0,480,5409,True
801446,6,0.14405269531917483,0,481,5409,True
797292,6,0.1439990507722162,1,482,5409,True
895374,6,0.14397975810085506,1,483,5409,True
844895,6,0.14391600332181345,0,484,5409,True
799191,6,0.14382180063522823,0,485,5409,True
868589,6,0.14379856662721405,0,486,5409,True
880413,6,0.1435879524963205,1,487,5409,True
890522,6,0.1435224150259091,0,488,5409,True
896522,6,0.14334143728106008,0,489,5409,True
795321,6,0.14323956382363384,0,490,5409,True
810712,6,0.14322420080230217,0,491,5409,True
851923,6,0.14321214312862568,0,492,5409,True
866873,6,0.14319246863478194,0,493,5409,True
881266,6,0.14299318934424862,0,494,5409,True
813916,6,0.14297857993955634,0,495,5409,True
820236,6,0.14295068805154904,1,496,5409,True
858426,6,0.14294770900699505,0,497,5409,True
870824,6,0.14291919252419008,1,498,5409,True
871264,6,0.14269763728339172,0,499,5409,True
857632,6,0.1425583331601806,0,500,5409,True
822700,6,0.1421366088890409,0,501,5409,True
795324,6,0.14209585822747567,0,502,5409,True
816279,6,0.14168685093902214,0,503,5409,True
869494,6,0.14147668265618302,0,504,5409,True
889335,6,0.14126425429968445,0,505,5409,True
890389,6,0.1411560422732229,0,506,5409,True
856084,6,0.1410268779013762,0,507,5409,True
875272,6,0.14038577582493236,1,508,5409,True
888621,6,0.14038509432903826,1,509,5409,True
834771,6,0.1403141472966703,0,510,5409,True
858460,6,0.14029474539772055,0,511,5409,True
833128,6,0.14006314881937368,0,512,5409,True
823692,6,0.1400601797515143,0,513,5409,True
838672,6,0.1400189130952511,0,514,5409,True
824480,6,0.13995576653785913,0,515,5409,True
797334,6,0.1398542114543508,1,516,5409,True
857889,6,0.13979449321325801,0,517,5409,True
873670,6,0.13953195497157386,0,518,5409,True
800823,6,0.13945732097610608,0,519,5409,True
876364,6,0.13940119061828338,0,520,5409,True
870031,6,0.1390835806126076,0,521,5409,True
891043,6,0.1390194640719502,0,522,5409,True
842292,6,0.13892263681043102,0,523,5409,True
878018,6,0.1389190522155281,0,524,5409,True
838203,6,0.13887890591476854,1,525,5409,True
871962,6,0.13849981546411994,0,526,5409,True
874891,6,0.13844369328800898,0,527,5409,True
881504,6,0.13802181972475647,1,528,5409,True
869864,6,0.13800409032807964,0,529,5409,True
859902,6,0.13800284867013635,0,530,5409,True
823615,6,0.1379696331561741,0,531,5409,True
809732,6,0.1378382716824565,0,532,5409,True
814633,6,0.13757998993498538,0,533,5409,True
870725,6,0.13737671848567407,0,534,5409,True
874175,6,0.13730658898780698,0,535,5409,True
866448,6,0.1372977598567106,0,536,5409,True
901194,6,0.1367467351343894,1,537,5409,True
874499,6,0.13669341791589507,0,538,5409,True
900700,6,0.13658708734576558,1,539,5409,True
808482,6,0.1364976019419191,0,540,5409,True
887919,6,0.13646294565455297,0,541,5409,True
815481,6,0.13626258761590737,0,542,5409,True
857649,6,0.1359751008473059,0,543,5409,True
898832,6,0.1358147802124537,0,544,5409,True
880133,6,0.13576070303512905,0,545,5409,True
838383,6,0.13572512594730385,1,546,5409,True
819443,6,0.13546939117056891,0,547,5409,True
804800,6,0.1354199053604439,1,548,5409,True
899280,6,0.1350966693119653,0,549,5409,True
901802,6,0.13504986494061372,0,550,5409,True
881737,6,0.13485787439175687,0,551,5409,True
834200,6,0.13481372201448485,0,552,5409,True
839455,6,0.13474358591295152,0,553,5409,True
903050,6,0.13454311673730396,1,554,5409,True
855662,6,0.13440462786411042,1,555,5409,True
852610,6,0.13417548812261096,0,556,5409,True
828291,6,0.13408932469830628,0,557,5409,True
845772,6,0.13385010147625215,1,558,5409,True
879809,6,0.1337418122425314,0,559,5409,True
900384,6,0.1336675717493196,1,560,5409,True
876690,6,0.1336624212874909,0,561,5409,True
856671,6,0.1336608955289192,0,562,5409,True
808699,6,0.133257088737051,0,563,5409,True
870770,6,0.13318608462164433,1,564,5409,True
886199,6,0.13303225076904862,0,565,5409,True
823924,6,0.13302248567208155,0,566,5409,True
800310,6,0.13301592119192593,0,567,5409,True
887754,6,0.13298909293518116,1,568,5409,True
818429,6,0.13293334290111333,1,569,5409,True
821842,6,0.13289280731965544,0,570,5409,True
835587,6,0.13255592998430715,0,571,5409,True
807604,6,0.13251715809364656,0,572,5409,True
852309,6,0.13227661108175667,0,573,5409,True
901059,6,0.1321115950040288,0,574,5409,True
826583,6,0.13189474913081423,0,575,5409,True
888499,6,0.13186167222676937,0,576,5409,True
869068,6,0.1318377802304926,0,577,5409,True
900939,6,0.13178357423314394,0,578,5409,True
854980,6,0.13175051398879534,0,579,5409,True
857462,6,0.13173881134130772,0,580,5409,True
802260,6,0.1317382646392864,0,581,5409,True
868820,6,0.1315963137563587,0,582,5409,True
810365,6,0.13157156154636077,0,583,5409,True
854159,6,0.13152291684416936,0,584,5409,True
833028,6,0.13145545012811125,0,585,5409,True
838574,6,0.13110080129728627,0,586,5409,True
807198,6,0.13106241566989432,0,587,5409,True
840419,6,0.13080462173186763,0,588,5409,True
850343,6,0.13061031094019565,1,589,5409,True
817433,6,0.1303615030182393,1,590,5409,True
845884,6,0.1303435950197766,0,591,5409,True
823314,6,0.13024477378766114,0,592,5409,True
884435,6,0.13017938949162466,0,593,5409,True
853343,6,0.13017390000069692,0,594,5409,True
810698,6,0.13014238039680323,0,595,5409,True
873280,6,0.13007977721887026,0,596,5409,True
880489,6,0.12999059509756125,0,597,5409,True
898451,6,0.1297042704223549,0,598,5409,True
858760,6,0.12969889635175325,0,599,5409,True
799005,6,0.1296255939492008,0,600,5409,True
809240,6,0.1295882555088957,0,601,5409,True
879986,6,0.1294904419395503,0,602,5409,True
851109,6,0.12941421393007174,0,603,5409,True
813584,6,0.1293120958046634,0,604,5409,True
857903,6,0.1289496310093137,0,605,5409,True
