solicitud_id,month,riesgo_estimado,prioridad_mes,accion
902017,6,0.5877467740396504,1,Revision adicional por analista; simulacion BAF
842805,6,0.2815745995920417,69,Revision adicional por analista; simulacion BAF
831200,6,0.28096175459166,70,Revision adicional por analista; simulacion BAF
866293,6,0.28026233235650244,71,Revision adicional por analista; simulacion BAF
841422,6,0.27786275191678583,72,Revision adicional por analista; simulacion BAF
829440,6,0.2762476237450457,73,Revision adicional por analista; simulacion BAF
868641,6,0.2761037757403533,74,Revision adicional por analista; simulacion BAF
816551,6,0.27526866729834026,75,Revision adicional por analista; simulacion BAF
842575,6,0.275204732711651,76,Revision adicional por analista; simulacion BAF
886165,6,0.27441761203267073,77,Revision adicional por analista; simulacion BAF
849317,6,0.2721448716058256,78,Revision adicional por analista; simulacion BAF
891800,6,0.2694468970479635,79,Revision adicional por analista; simulacion BAF
864693,6,0.26922033837380577,80,Revision adicional por analista; simulacion BAF
869380,6,0.26907919115952683,81,Revision adicional por analista; simulacion BAF
811617,6,0.2690292410259084,82,Revision adicional por analista; simulacion BAF
850379,6,0.26901061161348955,83,Revision adicional por analista; simulacion BAF
816642,6,0.26887712205058606,84,Revision adicional por analista; simulacion BAF
797964,6,0.2682925300351358,85,Revision adicional por analista; simulacion BAF
837649,6,0.2668589589209553,86,Revision adicional por analista; simulacion BAF
877093,6,0.26621844238119385,87,Revision adicional por analista; simulacion BAF
806370,6,0.2652887752589716,88,Revision adicional por analista; simulacion BAF
844757,6,0.264600735479692,89,Revision adicional por analista; simulacion BAF
896092,6,0.26286971405104165,90,Revision adicional por analista; simulacion BAF
902361,6,0.2613111570019224,91,Revision adicional por analista; simulacion BAF
804290,6,0.25983868856802744,92,Revision adicional por analista; simulacion BAF
827245,6,0.25896970757320115,93,Revision adicional por analista; simulacion BAF
897188,6,0.25721420215915297,94,Revision adicional por analista; simulacion BAF
876054,6,0.25644072996240397,95,Revision adicional por analista; simulacion BAF
878500,6,0.2563216705183192,96,Revision adicional por analista; simulacion BAF
812108,6,0.25607021078263376,97,Revision adicional por analista; simulacion BAF
871579,6,0.25588603340660016,98,Revision adicional por analista; simulacion BAF
880298,6,0.2549930223009431,99,Revision adicional por analista; simulacion BAF
797464,6,0.2530115475567308,100,Revision adicional por analista; simulacion BAF
884551,6,0.25276504431014185,101,Revision adicional por analista; simulacion BAF
819096,6,0.25249380372095276,102,Revision adicional por analista; simulacion BAF
887908,6,0.2517611000356145,103,Revision adicional por analista; simulacion BAF
823675,6,0.2515101995704761,104,Revision adicional por analista; simulacion BAF
888869,6,0.2509034293139382,105,Revision adicional por analista; simulacion BAF
882579,6,0.2505561397367061,106,Revision adicional por analista; simulacion BAF
803259,6,0.2504266368142568,107,Revision adicional por analista; simulacion BAF
849684,6,0.2497407341896296,108,Revision adicional por analista; simulacion BAF
868681,6,0.24858890499785677,109,Revision adicional por analista; simulacion BAF
808075,6,0.2484777695889082,110,Revision adicional por analista; simulacion BAF
804561,6,0.24818636388084073,111,Revision adicional por analista; simulacion BAF
865858,6,0.24768149059424927,112,Revision adicional por analista; simulacion BAF
824859,6,0.24752740957069103,113,Revision adicional por analista; simulacion BAF
899974,6,0.24670133876327055,114,Revision adicional por analista; simulacion BAF
825563,6,0.2462739686981886,115,Revision adicional por analista; simulacion BAF
855630,6,0.2462026675206574,116,Revision adicional por analista; simulacion BAF
866314,6,0.24586153572124295,117,Revision adicional por analista; simulacion BAF
823820,6,0.2442115359422937,118,Revision adicional por analista; simulacion BAF
821455,6,0.24399364464131468,119,Revision adicional por analista; simulacion BAF
896946,6,0.24369807381599795,120,Revision adicional por analista; simulacion BAF
807069,6,0.24260937362608972,121,Revision adicional por analista; simulacion BAF
846176,6,0.24210956169827488,122,Revision adicional por analista; simulacion BAF
797944,6,0.2414746715437686,123,Revision adicional por analista; simulacion BAF
847331,6,0.2414030546341606,124,Revision adicional por analista; simulacion BAF
860274,6,0.2406577891409231,125,Revision adicional por analista; simulacion BAF
851245,6,0.24022318329069492,126,Revision adicional por analista; simulacion BAF
877532,6,0.23932768919477737,127,Revision adicional por analista; simulacion BAF
896666,6,0.23901436160941023,128,Revision adicional por analista; simulacion BAF
867261,6,0.23842491773232216,129,Revision adicional por analista; simulacion BAF
848145,6,0.23800149034791201,130,Revision adicional por analista; simulacion BAF
857045,6,0.2373465331173943,131,Revision adicional por analista; simulacion BAF
838784,6,0.23701693034401378,132,Revision adicional por analista; simulacion BAF
876995,6,0.23696927968684514,133,Revision adicional por analista; simulacion BAF
874637,6,0.23664122091695108,134,Revision adicional por analista; simulacion BAF
841834,6,0.23631176181424823,135,Revision adicional por analista; simulacion BAF
866653,6,0.23491011486907404,136,Revision adicional por analista; simulacion BAF
865358,6,0.2346532940166272,137,Revision adicional por analista; simulacion BAF
830453,6,0.23444302787371754,138,Revision adicional por analista; simulacion BAF
884598,6,0.2342375101928048,139,Revision adicional por analista; simulacion BAF
853426,6,0.23389701693074558,140,Revision adicional por analista; simulacion BAF
837231,6,0.23290733412308146,141,Revision adicional por analista; simulacion BAF
811674,6,0.2320778559097797,142,Revision adicional por analista; simulacion BAF
832873,6,0.23193670261276456,143,Revision adicional por analista; simulacion BAF
799350,6,0.230514490383783,144,Revision adicional por analista; simulacion BAF
893579,6,0.22994951888626486,145,Revision adicional por analista; simulacion BAF
898422,6,0.22994387333869634,146,Revision adicional por analista; simulacion BAF
813593,6,0.22966020791140154,147,Revision adicional por analista; simulacion BAF
800981,6,0.22855529623388565,148,Revision adicional por analista; simulacion BAF
882490,6,0.22845058667310375,149,Revision adicional por analista; simulacion BAF
861695,6,0.22794785930054373,150,Revision adicional por analista; simulacion BAF
886560,6,0.22778126808742274,151,Revision adicional por analista; simulacion BAF
901836,6,0.2261091041539837,152,Revision adicional por analista; simulacion BAF
797976,6,0.22602956390257933,153,Revision adicional por analista; simulacion BAF
870432,6,0.22582318013867542,154,Revision adicional por analista; simulacion BAF
822368,6,0.22537340693073782,155,Revision adicional por analista; simulacion BAF
804400,6,0.22468384364851748,156,Revision adicional por analista; simulacion BAF
839380,6,0.22310254859317738,157,Revision adicional por analista; simulacion BAF
885449,6,0.22298449914152293,158,Revision adicional por analista; simulacion BAF
858854,6,0.22288320972520365,159,Revision adicional por analista; simulacion BAF
902919,6,0.2215227855056165,160,Revision adicional por analista; simulacion BAF
878042,6,0.2209473244653109,161,Revision adicional por analista; simulacion BAF
808891,6,0.22063508074592347,162,Revision adicional por analista; simulacion BAF
857775,6,0.2203351810540989,163,Revision adicional por analista; simulacion BAF
901557,6,0.2202054505895472,164,Revision adicional por analista; simulacion BAF
806726,6,0.21975534464117383,165,Revision adicional por analista; simulacion BAF
807083,6,0.2180024323595317,166,Revision adicional por analista; simulacion BAF
844147,6,0.21679813901548922,167,Revision adicional por analista; simulacion BAF
894804,6,0.2167939777059753,168,Revision adicional por analista; simulacion BAF
810103,6,0.21555070418822775,169,Revision adicional por analista; simulacion BAF
849833,6,0.2151608328514557,170,Revision adicional por analista; simulacion BAF
878907,6,0.21495290784315976,171,Revision adicional por analista; simulacion BAF
825644,6,0.21367027214624598,172,Revision adicional por analista; simulacion BAF
893643,6,0.21326839937950828,173,Revision adicional por analista; simulacion BAF
800250,6,0.21310200862553852,174,Revision adicional por analista; simulacion BAF
840796,6,0.21261684368221764,175,Revision adicional por analista; simulacion BAF
859725,6,0.21050272700040248,176,Revision adicional por analista; simulacion BAF
890398,6,0.20835816813034097,177,Revision adicional por analista; simulacion BAF
863713,6,0.2080377722786929,178,Revision adicional por analista; simulacion BAF
829937,6,0.2059890773471637,179,Revision adicional por analista; simulacion BAF
817324,6,0.20596662120757148,180,Revision adicional por analista; simulacion BAF
842466,6,0.20549388253907047,181,Revision adicional por analista; simulacion BAF
872782,6,0.2045220666671373,182,Revision adicional por analista; simulacion BAF
795270,6,0.2044289180973367,183,Revision adicional por analista; simulacion BAF
819896,6,0.2040731826087329,184,Revision adicional por analista; simulacion BAF
809490,6,0.20403137523353213,185,Revision adicional por analista; simulacion BAF
892388,6,0.2029715757001683,186,Revision adicional por analista; simulacion BAF
891321,6,0.20265959647048673,187,Revision adicional por analista; simulacion BAF
881300,6,0.2023918938175652,188,Revision adicional por analista; simulacion BAF
897460,6,0.20097918923208635,189,Revision adicional por analista; simulacion BAF
896138,6,0.2008535284477135,190,Revision adicional por analista; simulacion BAF
846205,6,0.20079907988690968,191,Revision adicional por analista; simulacion BAF
843962,6,0.2005100018614971,192,Revision adicional por analista; simulacion BAF
880912,6,0.20004512669941774,193,Revision adicional por analista; simulacion BAF
843804,6,0.19991770080065369,194,Revision adicional por analista; simulacion BAF
896037,6,0.19968163920833765,195,Revision adicional por analista; simulacion BAF
856346,6,0.19939906226284934,196,Revision adicional por analista; simulacion BAF
886430,6,0.1991830727737783,197,Revision adicional por analista; simulacion BAF
841166,6,0.19867729201211165,198,Revision adicional por analista; simulacion BAF
900423,6,0.19854325791970392,199,Revision adicional por analista; simulacion BAF
822237,6,0.19837404186394791,200,Revision adicional por analista; simulacion BAF
897771,6,0.1982932870481042,201,Revision adicional por analista; simulacion BAF
902277,6,0.19808031643791643,202,Revision adicional por analista; simulacion BAF
802286,6,0.19758771921471788,203,Revision adicional por analista; simulacion BAF
850346,6,0.19742289731069482,204,Revision adicional por analista; simulacion BAF
824654,6,0.19706891272840693,205,Revision adicional por analista; simulacion BAF
796819,6,0.19705829069204508,206,Revision adicional por analista; simulacion BAF
826200,6,0.19701373253132398,207,Revision adicional por analista; simulacion BAF
802010,6,0.19661764531372475,208,Revision adicional por analista; simulacion BAF
800478,6,0.19608180562497135,209,Revision adicional por analista; simulacion BAF
822987,6,0.1958189970592647,210,Revision adicional por analista; simulacion BAF
895740,6,0.1957082409058244,211,Revision adicional por analista; simulacion BAF
834865,6,0.1954385394278101,212,Revision adicional por analista; simulacion BAF
851937,6,0.1950894716871943,213,Revision adicional por analista; simulacion BAF
828748,6,0.1948678310527786,214,Revision adicional por analista; simulacion BAF
833514,6,0.1941391589884573,215,Revision adicional por analista; simulacion BAF
836296,6,0.1940926725269854,216,Revision adicional por analista; simulacion BAF
844618,6,0.1940542502232679,217,Revision adicional por analista; simulacion BAF
812569,6,0.19376531806834105,218,Revision adicional por analista; simulacion BAF
890987,6,0.19362714001726408,219,Revision adicional por analista; simulacion BAF
868502,6,0.19355476577245523,220,Revision adicional por analista; simulacion BAF
846166,6,0.19351441666454214,221,Revision adicional por analista; simulacion BAF
881180,6,0.19339517099242823,222,Revision adicional por analista; simulacion BAF
827090,6,0.19320417476200566,223,Revision adicional por analista; simulacion BAF
867110,6,0.19289108486837253,224,Revision adicional por analista; simulacion BAF
892047,6,0.19280783303240245,225,Revision adicional por analista; simulacion BAF
816896,6,0.19261686690580213,226,Revision adicional por analista; simulacion BAF
797657,6,0.192595826878264,227,Revision adicional por analista; simulacion BAF
853482,6,0.19254207224880526,228,Revision adicional por analista; simulacion BAF
894318,6,0.192463240995402,229,Revision adicional por analista; simulacion BAF
807454,6,0.19143076102908066,230,Revision adicional por analista; simulacion BAF
825559,6,0.19117224496458002,231,Revision adicional por analista; simulacion BAF
822844,6,0.19096170193393558,232,Revision adicional por analista; simulacion BAF
872527,6,0.1909509593588824,233,Revision adicional por analista; simulacion BAF
902392,6,0.19076771559123512,234,Revision adicional por analista; simulacion BAF
813498,6,0.19063857429487288,235,Revision adicional por analista; simulacion BAF
816086,6,0.19003601147124874,236,Revision adicional por analista; simulacion BAF
840560,6,0.18980211685502102,237,Revision adicional por analista; simulacion BAF
821302,6,0.18909590298714266,238,Revision adicional por analista; simulacion BAF
827579,6,0.18899620075952736,239,Revision adicional por analista; simulacion BAF
894473,6,0.18808542556966218,240,Revision adicional por analista; simulacion BAF
823445,6,0.1878487673472543,241,Revision adicional por analista; simulacion BAF
894783,6,0.18784352101091384,242,Revision adicional por analista; simulacion BAF
844894,6,0.1875755276670345,243,Revision adicional por analista; simulacion BAF
817821,6,0.18727944090942983,244,Revision adicional por analista; simulacion BAF
805249,6,0.18710877241793814,245,Revision adicional por analista; simulacion BAF
867459,6,0.18694974411737147,246,Revision adicional por analista; simulacion BAF
807852,6,0.1862214496492206,247,Revision adicional por analista; simulacion BAF
846551,6,0.18613094392278243,248,Revision adicional por analista; simulacion BAF
900845,6,0.18608872630554257,249,Revision adicional por analista; simulacion BAF
866908,6,0.1856448996088417,250,Revision adicional por analista; simulacion BAF
858558,6,0.18553000586973348,251,Revision adicional por analista; simulacion BAF
822639,6,0.18551142025797265,252,Revision adicional por analista; simulacion BAF
856070,6,0.18501006470482018,253,Revision adicional por analista; simulacion BAF
856020,6,0.18457439304712,254,Revision adicional por analista; simulacion BAF
829524,6,0.18392291528442453,255,Revision adicional por analista; simulacion BAF
865933,6,0.18381359354438762,256,Revision adicional por analista; simulacion BAF
851827,6,0.18378271656707446,257,Revision adicional por analista; simulacion BAF
874504,6,0.18360758196122542,258,Revision adicional por analista; simulacion BAF
847408,6,0.1830452799127245,259,Revision adicional por analista; simulacion BAF
834334,6,0.18294457682300874,260,Revision adicional por analista; simulacion BAF
802884,6,0.18286223801599588,261,Revision adicional por analista; simulacion BAF
879740,6,0.18282060327381455,262,Revision adicional por analista; simulacion BAF
823309,6,0.18254631104601793,263,Revision adicional por analista; simulacion BAF
830137,6,0.1825371459494208,264,Revision adicional por analista; simulacion BAF
847674,6,0.18240538167027137,265,Revision adicional por analista; simulacion BAF
876592,6,0.18161592629277698,266,Revision adicional por analista; simulacion BAF
890835,6,0.181492443732644,267,Revision adicional por analista; simulacion BAF
897532,6,0.18089316630551586,268,Revision adicional por analista; simulacion BAF
883200,6,0.18062478786481678,269,Revision adicional por analista; simulacion BAF
899931,6,0.18024272701512375,270,Revision adicional por analista; simulacion BAF
833044,6,0.17985179287064632,271,Revision adicional por analista; simulacion BAF
899662,6,0.1796900089828123,272,Revision adicional por analista; simulacion BAF
795875,6,0.17966898310824495,273,Revision adicional por analista; simulacion BAF
817709,6,0.17942224099931373,274,Revision adicional por analista; simulacion BAF
900676,6,0.17791835731842837,275,Revision adicional por analista; simulacion BAF
840604,6,0.17777876114704017,276,Revision adicional por analista; simulacion BAF
831691,6,0.17749252742256602,277,Revision adicional por analista; simulacion BAF
822455,6,0.17746475980753862,278,Revision adicional por analista; simulacion BAF
813251,6,0.17729204759872846,279,Revision adicional por analista; simulacion BAF
884299,6,0.17718349505599248,280,Revision adicional por analista; simulacion BAF
812537,6,0.17696952964801352,281,Revision adicional por analista; simulacion BAF
827897,6,0.17691732183255274,282,Revision adicional por analista; simulacion BAF
849437,6,0.1768706239015053,283,Revision adicional por analista; simulacion BAF
847825,6,0.17643392997402715,284,Revision adicional por analista; simulacion BAF
895985,6,0.17598579601040829,285,Revision adicional por analista; simulacion BAF
797959,6,0.17590046368717568,286,Revision adicional por analista; simulacion BAF
878841,6,0.1757895340578259,287,Revision adicional por analista; simulacion BAF
892653,6,0.17566188390368312,288,Revision adicional por analista; simulacion BAF
836452,6,0.17561290416855654,289,Revision adicional por analista; simulacion BAF
882276,6,0.17521320285252245,290,Revision adicional por analista; simulacion BAF
874838,6,0.17505487291572683,291,Revision adicional por analista; simulacion BAF
823657,6,0.17496980954762245,292,Revision adicional por analista; simulacion BAF
856193,6,0.17465065456406315,293,Revision adicional por analista; simulacion BAF
810453,6,0.17458299351599257,294,Revision adicional por analista; simulacion BAF
854776,6,0.17411536590353596,295,Revision adicional por analista; simulacion BAF
871770,6,0.1740854403783742,296,Revision adicional por analista; simulacion BAF
860636,6,0.17404157072789755,297,Revision adicional por analista; simulacion BAF
801710,6,0.17353336671812175,298,Revision adicional por analista; simulacion BAF
799738,6,0.17353237154497322,299,Revision adicional por analista; simulacion BAF
886188,6,0.17347408193541955,300,Revision adicional por analista; simulacion BAF
859048,6,0.17336619028733102,301,Revision adicional por analista; simulacion BAF
895407,6,0.1733430344361229,302,Revision adicional por analista; simulacion BAF
880201,6,0.1728739919781899,303,Revision adicional por analista; simulacion BAF
809341,6,0.17253808143620347,304,Revision adicional por analista; simulacion BAF
795295,6,0.172392756672124,305,Revision adicional por analista; simulacion BAF
825906,6,0.17235836134333085,306,Revision adicional por analista; simulacion BAF
829648,6,0.17217216151936862,307,Revision adicional por analista; simulacion BAF
887450,6,0.17163030362757792,308,Revision adicional por analista; simulacion BAF
850648,6,0.1715637720853769,309,Revision adicional por analista; simulacion BAF
872558,6,0.1712795072928287,310,Revision adicional por analista; simulacion BAF
852011,6,0.171138114095772,311,Revision adicional por analista; simulacion BAF
825776,6,0.17014528089478909,312,Revision adicional por analista; simulacion BAF
856753,6,0.1701239418624586,313,Revision adicional por analista; simulacion BAF
877270,6,0.17001972051637881,314,Revision adicional por analista; simulacion BAF
843632,6,0.16980665115587815,315,Revision adicional por analista; simulacion BAF
795050,6,0.16979837493332658,316,Revision adicional por analista; simulacion BAF
845986,6,0.16961122581451132,317,Revision adicional por analista; simulacion BAF
886866,6,0.16950378642398123,318,Revision adicional por analista; simulacion BAF
832855,6,0.16911481928300237,319,Revision adicional por analista; simulacion BAF
858970,6,0.16900794034245467,320,Revision adicional por analista; simulacion BAF
823636,6,0.16858484099602858,321,Revision adicional por analista; simulacion BAF
797480,6,0.1685762358370965,322,Revision adicional por analista; simulacion BAF
892182,6,0.1685621743086414,323,Revision adicional por analista; simulacion BAF
895122,6,0.16850269955072758,324,Revision adicional por analista; simulacion BAF
874092,6,0.16839087901414426,325,Revision adicional por analista; simulacion BAF
892806,6,0.16823247695431118,326,Revision adicional por analista; simulacion BAF
828172,6,0.16820263306712566,327,Revision adicional por analista; simulacion BAF
837026,6,0.16803570921892574,328,Revision adicional por analista; simulacion BAF
877694,6,0.16787739818659056,329,Revision adicional por analista; simulacion BAF
814710,6,0.16784587664274175,330,Revision adicional por analista; simulacion BAF
813588,6,0.1678332377887647,331,Revision adicional por analista; simulacion BAF
850746,6,0.1676421463242782,332,Revision adicional por analista; simulacion BAF
840311,6,0.1676205983024666,333,Revision adicional por analista; simulacion BAF
860956,6,0.1674552799493523,334,Revision adicional por analista; simulacion BAF
895995,6,0.16721668766613573,335,Revision adicional por analista; simulacion BAF
831336,6,0.1670952072321069,336,Revision adicional por analista; simulacion BAF
806832,6,0.16706049158430966,337,Revision adicional por analista; simulacion BAF
846837,6,0.16666134551349202,338,Revision adicional por analista; simulacion BAF
844254,6,0.16655582352866433,339,Revision adicional por analista; simulacion BAF
797089,6,0.1664194611370071,340,Revision adicional por analista; simulacion BAF
862954,6,0.166069121606599,341,Revision adicional por analista; simulacion BAF
808311,6,0.1656412825350215,342,Revision adicional por analista; simulacion BAF
884687,6,0.16546369548383016,343,Revision adicional por analista; simulacion BAF
884000,6,0.1654104531814235,344,Revision adicional por analista; simulacion BAF
844974,6,0.1652979453066704,345,Revision adicional por analista; simulacion BAF
894181,6,0.1652877580623555,346,Revision adicional por analista; simulacion BAF
855753,6,0.16522823249372431,347,Revision adicional por analista; simulacion BAF
853493,6,0.1648931787293439,348,Revision adicional por analista; simulacion BAF
859569,6,0.1648219605485982,349,Revision adicional por analista; simulacion BAF
886793,6,0.16481107024435443,350,Revision adicional por analista; simulacion BAF
829973,6,0.16453671542447784,351,Revision adicional por analista; simulacion BAF
902243,6,0.1644309270117038,352,Revision adicional por analista; simulacion BAF
882889,6,0.1643217092919084,353,Revision adicional por analista; simulacion BAF
815787,6,0.16420782085185073,354,Revision adicional por analista; simulacion BAF
892598,6,0.16398810104008749,355,Revision adicional por analista; simulacion BAF
890806,6,0.16386493674267655,356,Revision adicional por analista; simulacion BAF
877037,6,0.16377685642667894,357,Revision adicional por analista; simulacion BAF
859227,6,0.16342754940070178,358,Revision adicional por analista; simulacion BAF
885618,6,0.16313025453961627,359,Revision adicional por analista; simulacion BAF
837759,6,0.1630407939701945,360,Revision adicional por analista; simulacion BAF
855667,6,0.16301530516573945,361,Revision adicional por analista; simulacion BAF
816629,6,0.162802734312481,362,Revision adicional por analista; simulacion BAF
840210,6,0.16269036423288824,363,Revision adicional por analista; simulacion BAF
802214,6,0.16241089444585707,364,Revision adicional por analista; simulacion BAF
861747,6,0.16233769454287328,365,Revision adicional por analista; simulacion BAF
901592,6,0.16231019351582315,366,Revision adicional por analista; simulacion BAF
871969,6,0.16222358061128234,367,Revision adicional por analista; simulacion BAF
847190,6,0.1621150759412741,368,Revision adicional por analista; simulacion BAF
857447,6,0.1620845295582108,369,Revision adicional por analista; simulacion BAF
833189,6,0.16203504733234528,370,Revision adicional por analista; simulacion BAF
879737,6,0.16167815100153965,371,Revision adicional por analista; simulacion BAF
859654,6,0.16132723240526511,372,Revision adicional por analista; simulacion BAF
892033,6,0.16130881078935932,373,Revision adicional por analista; simulacion BAF
850585,6,0.16129926378731224,374,Revision adicional por analista; simulacion BAF
805515,6,0.16116474264738073,375,Revision adicional por analista; simulacion BAF
879148,6,0.1610339539365985,376,Revision adicional por analista; simulacion BAF
872064,6,0.160262633233449,377,Revision adicional por analista; simulacion BAF
816183,6,0.16006025202637691,378,Revision adicional por analista; simulacion BAF
902777,6,0.1595842012801555,379,Revision adicional por analista; simulacion BAF
823971,6,0.15952620746589033,380,Revision adicional por analista; simulacion BAF
874494,6,0.15948587806051762,381,Revision adicional por analista; simulacion BAF
886422,6,0.1586308146441937,382,Revision adicional por analista; simulacion BAF
900496,6,0.15857975632976581,383,Revision adicional por analista; simulacion BAF
841042,6,0.15836932525275518,384,Revision adicional por analista; simulacion BAF
867337,6,0.1582082481916209,385,Revision adicional por analista; simulacion BAF
822641,6,0.15816401539679695,386,Revision adicional por analista; simulacion BAF
871462,6,0.15813406856098602,387,Revision adicional por analista; simulacion BAF
826050,6,0.1579592014305272,388,Revision adicional por analista; simulacion BAF
831964,6,0.15772923330016014,389,Revision adicional por analista; simulacion BAF
845662,6,0.1576229324219765,390,Revision adicional por analista; simulacion BAF
811436,6,0.15762219710884107,391,Revision adicional por analista; simulacion BAF
870103,6,0.15735393256801591,392,Revision adicional por analista; simulacion BAF
865080,6,0.15726495352226058,393,Revision adicional por analista; simulacion BAF
885648,6,0.15726165378176396,394,Revision adicional por analista; simulacion BAF
890741,6,0.15723081226537478,395,Revision adicional por analista; simulacion BAF
886666,6,0.15691038324916132,396,Revision adicional por analista; simulacion BAF
881253,6,0.15677499427247177,397,Revision adicional por analista; simulacion BAF
872898,6,0.15675249835670862,398,Revision adicional por analista; simulacion BAF
900948,6,0.1566354476216007,399,Revision adicional por analista; simulacion BAF
814175,6,0.1565953678254462,400,Revision adicional por analista; simulacion BAF
834830,6,0.1565703605323318,401,Revision adicional por analista; simulacion BAF
825424,6,0.1565447092185166,402,Revision adicional por analista; simulacion BAF
812098,6,0.1564662090652113,403,Revision adicional por analista; simulacion BAF
845260,6,0.15643645910649895,404,Revision adicional por analista; simulacion BAF
822299,6,0.15640208945299164,405,Revision adicional por analista; simulacion BAF
878314,6,0.15599023268825832,406,Revision adicional por analista; simulacion BAF
802141,6,0.1558471076845751,407,Revision adicional por analista; simulacion BAF
874028,6,0.15583382157614303,408,Revision adicional por analista; simulacion BAF
863398,6,0.15569031137878167,409,Revision adicional por analista; simulacion BAF
